"uid","asin","title","stars","reviews","price","category","isBestSeller","boughtInLastMonth"
296124,"B0BLSG22DP","Garment Bag for Travel,Large Hanging Luggage Garment Bag Suit Bag Carry On Garment Bag Dress Bag",4.3,31,37.99,"Luggage","False",0
296125,"B08TPBVY8L","Cotton Utility Travel Bag",4.5,241,91.2,"Luggage","False",0
296126,"B0C8W3CXJK","Women's Hardside Underseat Rolling Suitcase Luggage, Fresh-Cut Floral Green, One Size",4.6,19,235,"Luggage","False",0
296127,"B0CCB124LB","Carry On Hard Shell Luggage Sets 2 Piece with Spinner Wheels,Expandable Suitcase with TAS Lock,3-Layer PC Texture (White, 13-inch/20-inch)",0,0,189.99,"Luggage","False",0
296128,"B096JZMXD6","80L Check In Travel Case – Full Aluminum Luggage, Italian Leather Handles",5,1,1995,"Luggage","False",0
296129,"B0BSC1V7JD","Women's Spontaneous 31-Inch Softside Spinner Wheel Luggage, Integrated TSA Accepted Lock, Metallic Glow, One Size",5,2,298.95,"Luggage","False",0
296130,"B09VTJ6PF2","Chelsea 20"" Expandable Spinner, Rose Gold, Carry Inch",4.4,18,0,"Luggage","False",0
296131,"B0C3V7KYX2","Luggage Wheels Replacement Kit,Spinner 360 Degree Wheels for Travel,Suitcase Plastic Repair Wheel Set, Mute Wheels Pack of 2",0,0,17.99,"Luggage","False",50
296132,"B0B7QGHQ1L","Utility Tote 2.0, Black, One Size",5,1,50,"Luggage","False",0
296133,"B0B9HVG12B","Summer Spots 34"" Softside Checked 8 Wheel Lightweight, Red",3.4,4,141.24,"Luggage","False",0
296134,"B0BN6WJRM5","Census 22"" Softside Carry-On 8 Wheel Spinner, Soft Pink, 21""",4.4,4,104.99,"Luggage","False",0
296135,"B07Y52NVGD","Large Travel Duffel Bag for Women,Weekend Tote Bag,Waterproof Sports Gym Bag with Separate Wet Pocket,Weekender Carry on Overnight Hospital Shoulder Bags for Labor and Delivery,with Trolley Sleeve",4.6,1804,17.99,"Luggage","False",50
296140,"B09XJ9F11N","Brentwood II 15"" 2-Wheel Under The Seat Bag, Blue, Carry Inch",4.6,48,130.48,"Luggage","False",0
296141,"B09TFHV94H","3 Piece Luggage Set Lightweight Hardshell Travel Checked Rolling Suitcases with TSA Approved Spinner Wheels 3-Digit Combination Lock, Light Blue",4.3,22,109.99,"Luggage","False",0
296142,"B0BVC7TFJM","8020 Hardside Expandable Luggage with Spinner Wheels, Ultimate Grey, Checked-Large 27-Inch",3.9,36,149.99,"Luggage","False",0
296143,"B09YJ5BX4M","Oxford III Cabin Bag, Black-White, Carry-On 17-Inch",4.4,22,0,"Luggage","False",0
296144,"B09H3JDPQM","HORNBAEK Woven Tote Bag 08",4.6,32,96.95,"Luggage","False",0
296145,"B09WG4RB72","Westminster 3 Piece Set, Olive",4.1,19,388.21,"Luggage","False",0
296146,"B07P5N75PN","Sion Softside Luggage with Spinner Wheels, Black, 3 Piece Set (21/25/29)",4.7,247,0,"Luggage","False",0
296147,"B0C7GWXJTZ","22x14x9 Carry On Luggage 20 Inch Suitcase with Cosmetic Case Lightweight Hard Shell Luggage PC Suitcase with TSA Lock Airline Approved Luggage (White)",4.6,9,109.99,"Luggage","False",0
296148,"B09L4C1JSD","Luggage 3 Piece Set Suitcase Lightweight Hardside Removable-Spinner Wheels with TSA Lock(20',24',28')_Black, 828",4.2,154,87.99,"Luggage","False",0
296149,"B0BYRCKKXF","2-Pcs Luggage Wheel Replacement,Suitcase Spinner Black Durable Mute Wheels Kit for DIY Repair,Spinner Wheels Plastic 360 Degree Rotation",0,0,17.99,"Luggage","False",50
296150,"B09VYJ7NPX","Intervolve 3 Piece Hardside 8 Wheel Expandable Spinner Set, Dark Olive, 3 Pc",0,0,277.78,"Luggage","False",0
296151,"B09MLRLVSQ","3 Piece Vintage Suitcase Set Women Cute Carry on Luggage with Hat Box Cosmetic Case (pink floral, 26""+20""+12"")",4.4,57,369,"Luggage","False",0
296156,"B0CDLQBRY6","100 Piece 3.5g Bags, Size 5 * 3.5 Inches, Upright Bags",0,0,20.99,"Luggage","False",0
296157,"B08NFLWFZ3","Michelle Tote Bag",5,2,250,"Luggage","False",0
296158,"B018EZ5AFM","60"" Garment Bags for Travel & Hanging Clothes - Suit Covers Garment Bag for Men & Women Dress Bag - Closet Storage Suit Bag, Dress Bags, Coat Storage - Zipper Closure (Black)",4.6,1101,16.97,"Luggage","False",50
296159,"B06X9PL51T","Designer Luggage Collection - Lightweight 24 Inch Expandable Softside Suitcase - Mid-size Rolling 4-Spinner Wheels Checked Bag (Harlo Black)",4.5,370,159.99,"Luggage","False",0
296160,"B0BVCVMVC5","Harry Potter 3-Piece 4-Wheel Luggage Set",4.8,6,239.99,"Luggage","False",0
296161,"B0C5KVWYG6","Danielle-Wheeled Under The Seat Carry On Bag, Croc Black, ONE Size",5,2,76.13,"Luggage","False",0
296162,"B0C53NHJYG","Initial Jute Beach Tote Bag Makeup Bag with Zipper Adjustable Strap Personalized Gifts for Women Her Birthday",4.2,8,25.99,"Luggage","False",50
296163,"B0C5HMG99K","Carry on Garment Bag Fit All Airlines - Upgrade YKK Zipper - Convertible Travel Costume Duffle Bag - Ideal for Man Business Suit Women Wedding Dress - 43 Inches Extra Length",3.5,3,31.99,"Luggage","False",0
296164,"B0765CHQD2","Women's Lilah 2 Piece Set Suitcase with Spinner Wheels, Silver Marble, One Size",4.1,95,157.86,"Luggage","False",0
296165,"B01NAVDOJK","Travel Garment Bag 72 x 24” for Dress - 10” Tapered Gusset Black",4.7,3944,15.99,"Luggage","False",50
296166,"B0BSC1JH3K","Women's Spontane S, Metallic Glow, One Size",0,0,239,"Luggage","False",0
296167,"B0BGPG7Z8L","Frozen 16 Inch Luggage Hard Side Spinner Suitcase Carry on Luggage Rolling (blue princess1)",4.3,11,69.99,"Luggage","False",0
296172,"B0BZVK37JK","Luggage, Expandable Suitcase Checked Luggage, Hardside Luggage with TSA Lock Spinner Wheels YKK zippers, 28in (Dark Green)",1,2,129.99,"Luggage","False",0
296173,"B0C6DQ573D","Underseat Carry On Bag with Wheels,Multi-functional Lightweight Overnight Rolling Underseater Bag for Women Men Travel Business(Black, Carry-On 18-Inch)",5,3,89.99,"Luggage","False",0
296174,"B0B8N8XGTS","8 Pieces Clear Luggage Cover PVC Suitcase Cover Protector Waterproof Cover for Luggage Spinner Wheels Suitcase (20 Inches, 24 Inches, 28 Inches, 30 Inches)",4.1,37,38.99,"Luggage","False",0
296175,"B01I69GS1Q","Bellagio 2.0 Spinner Trunk - 30 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Olive",4,33,785,"Luggage","False",0
296176,"B0BNJ23843","1 Pack Collapsible Carry On Luggage Robust and Durable Suitcases with Wheels Travel Suitcase for 20 Inch",4,8,79.99,"Luggage","False",0
296177,"B0748T6NXJ","Olympia U.S.A.Apache 21-inch Expandable Hardside Carry-On Luggage Spinner Suitcase with Hidden Compartment, Black/Black",4.5,2022,81.99,"Luggage","False",0
296178,"B01MSWL6KG","Designer Luggage Collection - Expandable 24 Inch Softside Bag - Durable Mid-sized Ultra Lightweight Checked Suitcase with 4-Rolling Spinner Wheels (Diva)",4.5,334,149.99,"Luggage","False",0
296179,"B0C8NVXG8F","22 Inch Expandable checked Luggage Suitcases with Wheels Foldable Duffle Bag for Travel suitcase Weekend Bag for Women Men Garment Bag.（Black）",4.5,12,149.99,"Luggage","False",0
296180,"B07GBBVMPD","Pro Crew I -W Flight Bag",3.7,25,215.25,"Luggage","False",0
296181,"B0BB61FDV8","Metallic 21"" Upright Luggage",4.7,6,88.44,"Luggage","False",0
296182,"B07MH1JPZX","Mud Pie Mini""I'm A Big Sister"" Fox Set, Pink, 4.5"" x 3""x 1.5"" , 2 Piece Set",4.1,315,17.44,"Luggage","False",100
296183,"B0CB6ZPVGK","Kids Travel Luggage,kids ride on luggage,carry on bag suitcases,20 inch,airport suitcases, Children's suitcase, Bag travel, Girls suitcases,hand luggage for air travel. (Pink)",0,0,169.99,"Luggage","False",0
296184,"B01NAWCPOU","Croco PVC Designer Luggage - Lightweight Expandable 20 Inch Carry on Suitcase for Women - Small Durable Bag with 4-Rolling Spinner Wheels (Burgundy)",4.7,171,0,"Luggage","False",0
296185,"B09QQNYSF3","Garment Bags for Hanging Clothes,Black Suit Bags for Storage or Men Travel,Transparent Card Bag.(40”x22”)",4.2,136,9.99,"Luggage","False",100
296186,"B0BWGKQRM1","Zip Duck Bag",3,2,42,"Luggage","False",0
296187,"B007WQJPCE","S'Cure - Spinner",4.6,1015,305.58,"Luggage","False",0
296188,"B0CCJH1PPG","Carry On Luggage 20'' Suitcase with Pocket Compartment ABS+PC Spinner Wheels TSA Lock White",5,11,119.99,"Luggage","False",0
296189,"B08N71HG6H","Clavel Hardside Expandable Luggage with Spinner Wheels, Black, Carry-On 19 Inch",4.2,27,156.15,"Luggage","False",0
296190,"B0BTQ6D4QV","Alpha Bravo Continental Front Lid Expandable 4 Wheel Carry On - Navy",0,0,850,"Luggage","False",0
296191,"B0CDGQ2RM1","Hardside Expandable Carry On Luggage with Spinner Wheels & Built-in TSA Lock, Durable Suitcase Rolling Luggage with USB Port, Carry-On 20-Inch, Yellow",4,1,99.99,"Luggage","False",0
296192,"B0C5VHRGNY","Lightweight Suitcase ,Handbag With Pull Rod,Small Trolley Bag Suitcase Female Boarding Bag Short Distance Computer Trolley Case 16 inch Fashion Suitcase for work, Travel, Fitness, Shopping etc.",4,1,149.99,"Luggage","False",0
296193,"B0BWG8VC2L","Horizontal Duck Bag - Navy",5,2,38,"Luggage","False",0
296194,"B0BZ72D89V","Luggage Sets 2 Piece Suitcase Set with Spinner Wheels, Large Hard Shell Luggage with TSA Lock (BLACK,20/28IN,8PCS)",4.2,4,139.97,"Luggage","False",0
296195,"B00NJ8BX9M","Gold Coast 5-Piece Spinner Luggage Set, Pink, One Size",3.9,18,301.09,"Luggage","False",0
296200,"B076636G1R","Shirt Bag for crease & wrinkle-free traveling with dress shirts & blouses – Garment bag & Packing Organizer for carry-on luggage accessory – black",4.3,68,69,"Luggage","False",0
296201,"B09MJ8Y7GT","1 Pair Luggage Suitcase Wheels, Trunk Wheels, Luggage Wheel Spare Part Universal Wheel Replacement Luggage Suitcase Wheels for Luggage Suitcase Trolley, Mute Double Row Wheels",3.4,17,19.31,"Luggage","False",50
296202,"B09JCR4776","20 Inch Luggage Carry On with Front Zipper Pocket, 22 x 14.6 x 10in, 45L, Lightweight ABS+PC Hardshell Suitcase with TSA Lock, YKK Zipper & 4 Spinner Silent Wheels, Green",4.1,634,85.99,"Luggage","False",0
296203,"B00GCBW8LU","Conventional II Expandable Rugged Rollaboard Luggage, Black, Carry-on 21-Inch",4.1,113,148.1,"Luggage","False",0
296204,"B08RJ683S9","Disney Minnie Mouse 29 Inch Rolling Luggage, Textured Hardshell Suitcase with Wheels, Rose Gold",4.5,38,149.99,"Luggage","False",0
296205,"B0C2QJFWGC","Totepack No. 1",0,0,124.95,"Luggage","False",0
296206,"B0BFH16NPX","3PCS Clear PVC Suitcase Cover Protectors, Transparent Luggage Cover with Luggage Straps, Waterproof Dustproof Cover for Luggage 20""+24""+28"" (Black Border)",3.4,38,13.99,"Luggage","False",50
296207,"B07V5NBXRM","Star Trail Hardside Spinner Wheel Luggage, Champagne, Carry-On 20-Inch",4.4,359,67.99,"Luggage","False",0
296208,"B07KKLT8V1","Women's Jane 3-Piece Hardside Spinner Luggage Set, Telescoping Handles, Pink Leopard, One Size",3.9,38,283.74,"Luggage","False",0
296209,"B0CDNYP99Y","8pcs Luggage Wheel Covers, Portable Suitcase Wheel Protector Covers Colorful Silicone Luggage Wheel Covers Luggage Spinner Wheel Covers for Most 8 Caster Luggage Accessories(black)",5,1,11.99,"Luggage","False",50
296210,"B0BRB5X5C8","Designer Luggage Collection - 3 Piece Softside Expandable Lightweight Spinner Suitcase Set - Travel Set includes 20 Inch Carry on, 24 Inch & 28-Inch Checked Suitcases (Chalet Pink)",5,6,319.99,"Luggage","False",0
296211,"B0B9HSVB65","Summer Spots 30"" Softside Checked 8 Wheel Lightweight, Red",5,2,119.13,"Luggage","False",0
296216,"B015T4HFV8","60"" Professional Garment Bag Cover for Suits Pants & Gowns Dresses (Foldable)",4.5,592,24.99,"Luggage","False",0
296217,"B0CD7TB63N","Luggage Wheels Covers, 8 pcs Luggage Suitcase Wheels Covers for most 8-spinner Wheels Luggage Sets,luggage spinner Wheels Silicone case with Wear-resistant, Anti-noise(Black)",5,7,12.99,"Luggage","False",50
296218,"B0BZPN5ZRZ","3 Pcs Travel Luggage Cover Washable Suitcase Protector Rhombus Geometry Suitcase Cover Luggage Protector Fits 18-28 Inch Luggage, 3 Sizes (Geometric Style)",4.3,5,22.98,"Luggage","False",0
296219,"B0949W5HPY","Mountain Products Quadro Hardcase 22, Total Black",5,4,177.76,"Luggage","False",0
296220,"B0BF9LVVG9","Kids Luggage for Boys and Girls, Toddler Rolling Travel Carry on Suitcase with Wheels",4.6,566,52.99,"Luggage","False",0
296221,"B0946JC61T","Flying Colours Hardside Trolley 4 Wheel Spinner, TSA Lock, Lightweight Suitcase, Men and Women (Blush Pink, 28-Inch Checked-Large)",4.2,9,345,"Luggage","False",0
296222,"B0BYVH6VW5","Luggage Sets 3piece Set Hardshell Luggage with Spinner Wheels, TSA Lock, Travel Suitcase Sets, 20 Inch Carry On, 24 Inch Mid-size, 28 Inch Large siutcase(Orange)",3.8,17,124.99,"Luggage","False",0
296223,"B0B7J5YG4C","Beckie",4.1,13,145,"Luggage","False",0
296224,"B0CD2Z8G1J","Classic Medium Silicone Tote Bag with Fabric Strap, Nylon Zipper, Water Resistant, Sandproof, Travel and Beach Bag, Includes Silicone Makeup Bag (Rose Pink)",0,0,94.95,"Luggage","False",0
296225,"B0BM566YDB","Performance Twill Grand Weekender Travel Bag",4.8,114,200,"Luggage","False",0
296226,"B0BTSLYLSZ","Semapak 71 inches XL White Non-woven Wedding Dress Garment Bags for Bridal Gown and Overcoat Organization, Pack of 3.",4.3,22,26.88,"Luggage","False",0
296227,"B0BXKYH8YF","Carry On Luggage 22x14x9 Airline Approved Spinner Wheels TSA Luggage with Wide Handle Hard Shell Suitcases Lightweight Travel Luggage Women Men(Blackish Green)",4,23,169.99,"Luggage","False",0
296232,"B01H5PWEWY","28 Inch Checked Luggage Collection - Scratch Resistant (ABS + PC) Hardside Suitcase - Designer Lightweight Bag with 8-Rolling Spinner Wheels (Diamond)",4.4,562,169.99,"Luggage","False",0
296233,"B01I1YBH6C","Destination Collection 2-Piece Carry-On Luggage Set, Paris, One Size",4.8,229,104.99,"Luggage","False",0
296234,"B0B14GWG2W","Filament 22"" Softside Carry-On 8 Wheel Expandable Spinner, Purple/Lilac",4.2,9,87.99,"Luggage","False",0
296235,"B0BW95R9VT","2PCS Kids Luggage, Boys Carry on Rolling Suitcase and 12"" Backpack Set, Dinosaur Travel Suitcases for Toddler Children - Black",0,0,59.99,"Luggage","False",0
296236,"B071X83SXV","Pacific Coast Signature Underseat 15.5"" Rolling Tote Carry-on, Black, One Size",4.5,241,77.91,"Luggage","False",0
296237,"B0765CW885","Women's Lydia 2 Piece Set Suitcase with Spinner Wheels, Rose Gold, One Size",4.5,69,147.72,"Luggage","False",0
296238,"B0C39F3G4T","9Pack Luggage Suitcase Wheels Cover Carry on Luggage Wheels Cover for most 8-spinner Wheels Luggage Sets",3.9,4,14.99,"Luggage","False",50
296239,"B08L8DSQLJ","Seahaven 2.0 Softside Medium Check-In",4.3,75,142.39,"Luggage","False",0
296240,"B09WMVTL42","S-ZONE Garment Bag for Travel Canvas Leather Carry On Suit Bag for Men Women",4.2,66,54.99,"Luggage","False",0
296241,"B0CBSPQ6S4","Mannikesi 3pcs Clear Luggage Covers Suitcase PVC Cover For Luggage, Waterproof Large Clear Transparent Cover for Luggage Protector Wheeled Suitcase, Dustproof Anti-Scratch, Sizes 20inch 24inch 28inch",4.3,29,27.99,"Luggage","False",0
296242,"B082TRYZ2M","Travel Vintage Luggage Set 2 Piece Floral Cute Check In Suitcases with Spinner Wheels for Womens, Beige Floral",4.3,236,269,"Luggage","False",0
296243,"B09XR6RXFM","SPATHA PC+ABS Hardshell Metal frame Luggage with double-wheeled spinners, checked-medium suitcase, 27 inch, Navy, 5113-60-NV",4,2,269,"Luggage","False",0
296244,"B0B9HWM5LM","Summer Spots 26"" Softside Checked 8 Wheel Lightweight, Red",5,1,68.08,"Luggage","False",0
296245,"B0BVDNRSK5","Aluminum Frame & corner pad, PC+ABS, Durable Hardside Luggage with Double-Wheeled Spinners, 30 inch, Granz Navy, 5509-70-MAT-NV",0,0,299,"Luggage","False",0
296246,"B0B648XMGD","Performance Twill Weekender Travel Bag",4.8,37,175,"Luggage","False",0
296247,"B0BPMB576Y","3 Pcs Luggage Cover Suitcase Protector Travel Suitcase Cover Anti Scratch Luggage Protector Washable Fits 18-28 Inch Luggage (Black)",3.2,18,23.98,"Luggage","False",0
296248,"B08HMGT99R","America Astro Iridescent Spinner Luggage (Silver, 3pc Set)",4.3,57,557.99,"Luggage","False",0
296249,"B0C4GWL57G","GinzaTravel 3-Piece Luggage Sets Expandable Suitcases with 4 Wheels PC+ABS Durable Hardside Luggage sets TSA lock(Elegant Black, 3-Piece Set(20""/25""/29""))",4.1,54,149.97,"Luggage","False",0
296250,"B0C3H63HCG","Hardshell Lightweight ABS Travel Luggage 20’’+24’’+28’’ Sets Suitcase with TSA Lock& 8 silent Swivel Wheels, Diamond Pattern Surface and YKK Zipper With 2 pcs Bags (Beige)",4.1,6,204.99,"Luggage","False",0
296251,"B01LY8FEW2","Designer Luggage Collection - Expandable 28 Inch Softside Bag - Durable Large Ultra Lightweight Checked Suitcase with 8-Rolling Spinner Wheels (Royal Blue)",4.3,217,159.99,"Luggage","False",0
296252,"B09V94LWC6","Divinity II 22"" Softside Carry-On 8 Wheel Spinner, Black",3.4,30,112.9,"Luggage","False",0
296253,"B0BH99KQ2B","Berkeley Tote Pack, Rusted Bronze/Dusty Coral Orange, One Size",5,4,64.54,"Luggage","False",0
296254,"B075Y1M8QW","21"" Aluminum Carry-On with Suiter Hardside Luggage",3.6,5,729,"Luggage","False",0
296255,"B00RADBCFM","GraduationMall Academic Garment Bag with Handles and 66 Inches Length",4.5,260,19.99,"Luggage","False",50
296260,"B09K4QN9G6","Minecraft Collapsible 16"" Hard Case Kids Luggage",4.3,75,70,"Luggage","False",0
296261,"B0BX99B9YD","GinzaTravel PC+ABS suitcase Spinner Wheels scratch-resistant Lightweight Spinner Expandable Suitcase, Universal wheel, (Giant series-01) (White, 2-Piece Set(20""/29""))",4.5,69,129.97,"Luggage","False",0
296262,"B08NLCX457","Bromley Softside Expandable Spinner Luggage, Black, Carry-On 20-Inch",4.5,92,189.99,"Luggage","False",0
296263,"B09VYN9KZR","Encompass 21"" Hardside Carry-On 8 Wheel Expandable Spinner, Coffee Bean",4.3,30,129.99,"Luggage","False",0
296264,"B089XW1BP4","Floral Overnight Bag for Women (Purple Circle) Medium",4.7,118,39.97,"Luggage","False",0
296265,"B07BFTP595","Softside Spinner Luggage, Expandable, Black White Square Jacquard, Carry-On 20-Inch",4.2,59,183.11,"Luggage","False",0
296266,"B09WD82FLM","Eco Tough 26"" Hardside Checked 8 Wheel Expandable Spinner, Honey Gold",5,3,82.79,"Luggage","False",0
296267,"B09PV3LSLC","Vintage Carry On Luggage with Spinner Wheels and TSA Lock Lightweight Suitcase Retro Luggage Set Cute Travel Suitcase for Airplanes (18inch&14inch, Green)",4.3,22,189,"Luggage","False",0
296268,"B0BV1WHHHJ","Expandable PC+ABS Durable Zipper type Hardside Luggage with Double-Wheeled Spinners, Suitcase, 30 inch, Grass Green, 5512-70-GR",0,0,199,"Luggage","False",0
296269,"B08X36QWGK","Multihole Suitcase Wheel,A Pair A88 Black Luggage Multihole Wheel Universal Suitcase Replacement Outdoor Supplies",3.9,25,18.99,"Luggage","False",0
296270,"B07K8YP211","Classico Suitcase with Built-in TSA Lock - Zipperless 20 Inch Hardside Carry On Bag- Lightweight (ABS+PC) Luggage With 8-Rolling Spinner Wheels (Black)",4.3,25,269.99,"Luggage","False",0
296271,"B082DCWXTP","Handbag, Saffiano Shopper Tote",0,0,206.7,"Luggage","False",0
296276,"B0BS8D3VJZ","Suitcase Spinner Wheels Checked Luggage Hardshell Lightweight Rolling Suitcases PC with Cover & TSA Lock for Business Travel, 26inch, Rock Gray",4,33,189.99,"Luggage","False",0
296277,"B0BQ59JNWV","4 IN 1 Convertible Garment Duffel Bag - Domestic and International Travel (Zayn Waterproof & Scratch Resistant Duffle Style Garment Bag with Hidden Backpack Straps, Onyx)",5,5,80,"Luggage","False",0
296278,"B08D32XYBZ","Western Tooling Luggage 3 Piece Sets Suitcase Embossed Vegan Leather Spinner Wheels Carry On Duffle Bag for Travel Brown MBB-WRL-L1-2-3 BR",4.6,22,416.99,"Luggage","False",0
296279,"B0B9HWYDS9","Summer Spots 4 piece Softside 8 Wheel Lightweight Set, Red, 4 Piece Set",1,2,285.8,"Luggage","False",0
296280,"B09TPWYRZH","Market Bag Large Tote",4.7,228,39.75,"Luggage","False",0
296281,"B0B942TQF6","GIVIMO 3 Pieces Clear Luggage Cover 20/24/28 inch Set PVC Luggage Protector Suitcase Cover Waterproof Transparent Cover for Luggage Tsa Approved",4.3,69,21.99,"Luggage","False",0
296282,"B0BTT39MQC","Semapak 41 Inches Black Hanging Breathable Suit Garment Bags for Jacket,Suit Travel or Organization, Pack of 3.",5,2,12.86,"Luggage","False",50
296283,"B0BW4KLGK9","BAGYHACKS™ 60-Inch Heavy Duty Garment Bag w/Pocket for Dresses, Coats, Shoes",4.6,44,17.79,"Luggage","False",50
296284,"B09XR6HLLR","POWERFUL-EXTENSION Suitcase, Vertical Opening, Internal hinge extension, Hardside Luggage with Double cushion spinners, Carry-On 21 inch, Navy, 5205-48-NV",4.4,6,199,"Luggage","False",0
296285,"B07K9BMND5","Women's Margaret Tote, Static Blue, One Size",4.5,148,17.36,"Luggage","False",0
296286,"B0B5YD6Z5F","Straight to Heart Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 24-Inch, Gray Green",4.2,9,369.99,"Luggage","False",0
296287,"B0BNP8WCP8","Fitness 45L Duffel",5,1,148.92,"Luggage","False",0
296292,"B07FXXP96X","Betsey Johnson Designer Carry On Luggage Collection - Lightweight Pattern 22 Inch Duffel Bag- Weekender Overnight Business Travel Suitcase with 2- Rolling Spinner Wheels (Skull Party)",4.4,98,59.99,"Luggage","False",0
296293,"B0C5D4VHFW","Carry on Luggage with Front Compartment, 20” Hard Shell Suitcase with USB Port, Spinner Wheels, TSA Lock, 22x14x9 Airline Approved Rolling Luggage (Black, 20inch)",4.4,18,119.99,"Luggage","False",0
296294,"B0BWZGY124","Stratum 2.0 Expandable Hardside Luggage with Spinner Wheels, 2-Piece Set 20/28, Blue",0,0,151.78,"Luggage","False",0
296295,"B09PYV2529","TOPDesign Lake Trip Bag, Canvas Beach Tote for Boating Weekend Holiday Overnight Travel, Personalized Birthday Gifts Present for Women Friend Her, Classic Two Tone Chic Bag",4.8,3427,17.99,"Luggage","False",50
296296,"B0C6T5M6NG","LAPPR 10 Pack 55"" Long Dress Garment Bags for Hanging Clothes, Clothes Bags for Storage Hanging,Moth Proof Garment Bags,Garment Bags for Storage,Hanging Clothes Storage",4.7,7,17.99,"Luggage","False",50
296297,"B07V3NVZG3","Pattern 22 Inch Duffel Bag with 2-Rolling Wheels, Weekender Overnight Travel Lightweight Carry-On Suitcase For Women",4.6,1205,67.99,"Luggage","False",0
296298,"B07N2TFPVS","DEGELER Extra Long Dress Garment Bag for traveling with wedding dress & long gowns; carry-on luggage for Women",4.6,3,220,"Luggage","False",0
296299,"B00CEI90DE","Luggage Signature 4 Piece Set, telescoping_handle, Chocolate Gold, One Size",4.4,481,149.99,"Luggage","False",0
296300,"B09XR6BPTJ","Aluminum Frame Hardside Luggage, Checked-large Suitcase with TSA Lock + Double-wheeled Spinners, Stand with hook, 29 inch, White Carbon, 5122-67-WHCB",4.3,52,249,"Luggage","False",0
296301,"B07KKK4ZWM","Women's Juliette 3pc Spinner Suitcase Set, Pink Floral, One Size",4.8,11,228.58,"Luggage","False",0
296302,"B001GBKZPC","Horizon 1228 Extra Large Tutu Bag",4.4,112,34.95,"Luggage","False",0
296303,"B0971Y5KQW","Legion New Generation 3-pc Hardside Spinner TSA Combination Lock Luggage Set,Expandable, Charcoal, 3-Piece",3.8,146,152.49,"Luggage","False",0
296304,"B0C76DWBP1","Le Pliage Club Large Travel Tote Bag, Cactus",0,0,234.99,"Luggage","False",0
296305,"B0B4MKYB8G","Kids Luggage with Wheels for Boys Girls, Cute Travel Carry On Suitcase for Children Toddlers Classic Rolling Luggage with Large Front Pocket for School and Overnight",4.3,56,58.98,"Luggage","False",0
296306,"B08LDQQJ9P","X-Bag Large Spinner with Frame - 25 Inch - Suitcases with Wheels - Checked Luggage - Olive",4,2,320,"Luggage","False",0
296307,"B09HY67TZY","kensie Women's 3D Gemstone TSA Lock Hardside Spinner Luggage, Mint, 20-Inch Carry-On",4.3,76,70.9,"Luggage","False",0
296308,"B0832ZV1XY","HB-28 Ladies Women Canvas Travel Weekender Bag Overnight Carry-on Duffel Tote Bag (Grey) 18 x 13 x 8 inch",4.5,389,34.99,"Luggage","False",0
296309,"B09ZQBSS6B","MININOVA Travel Luggage Cover Suitcase Protector Fits 27-30 Inch Luggage, Journey L, MVLC0103",4.2,119,14.99,"Luggage","False",50
296310,"B0C7H33DK3","PC Hardside Carry On Suitcase 22x14x9 Airline Approved with Wide Handle,20 INCH Luggage Aluminum Frame Spinner Wheel No Zipper Suitcase (Black)",0,0,129.99,"Luggage","False",0
296311,"B0C95B8WMD","Mirella Medium Tote Bag",4.5,68,194.9,"Luggage","False",0
296312,"B09R2M4BJN","Helium DLX Weekender Tote Bag",4.1,11,73.49,"Luggage","False",0
296313,"B071KF9FLY","2 in 1 Convertible Travel Garment Bag Carry On Suit Bag Luggage Duffel (Standard)",4.3,179,31.92,"Luggage","False",0
296314,"B0BG9K85RP","Karl & Kat 28"" Upright Luggage, Black",4.2,4,135.55,"Luggage","False",0
296315,"B0BQ1JRZVQ","Christine Hardside Expandable Luggage with Spinner Wheels, White with Teal Trim, Checked-Medium 24 Inch",0,0,149.99,"Luggage","False",0
296320,"B09TDGTWKV","Betty Boop 3 Pieces Hard Luggage Set. 20'', 24'', 28''. Spinning Wheels. Expandable. Carry on Size Included (Leg up), BPC002113",4.3,22,238.95,"Luggage","False",0
296321,"B00OAWVO1I","Wildkin Kids Rolling Luggage for Boys and Girls, Carry on Luggage Size is Perfect for School and Overnight Travel, Measures 16 x 12 x 6 Inches (Heroes)",4.6,737,59.99,"Luggage","False",0
296322,"B081BBSG8D","Silverwood II Hardside Expandable Spinner Luggage, Navy-Out of Stock, 21"" Carry-On",4,9,129.99,"Luggage","False",0
296323,"B088CYFZVX","2 Piece Vintage Suitcase Set, 26"" Women Cute Travel Luggage with 12"" Train Case, Hardside Faux Leather Spinner Trunk with TSA Lock (Grey)",4.5,170,259.89,"Luggage","False",0
296324,"B0BKQ1SFV1","Spinner Travel Upright Luggage Hereford, Grey, 4-Wheel 24",4.3,103,109.99,"Luggage","False",0
296325,"B0BGPC1B4S","Carry On Bag Garment Bags for Travel Bag Women Men Gifts,Waterproof Large Convertible Garment Duffle Bag with Shoe Compartment Shoulder Strap,2 in 1 Hanging Dress Suit Bag Weekend Bags Black",3.1,3,29.39,"Luggage","False",0
296326,"B0C1HNYQXM","Groove Hardside Luggage with Spinner Wheels, Teal, 3-Piece Set (Carry On, Medium, Large)",5,1,324,"Luggage","False",0
296327,"B0BTRM2CXF","Trucker Gear Bag",4.6,101,229.99,"Luggage","False",0
