"id","flex","level","female","haskids","salary","tenure","produc"
528,0,"Manager",1,1,119872.055830572,8,6.52
529,0,"Manager",0,1,135391.605241111,12,4.22
530,1,"Entry",0,1,45979.3180061148,2,3.43
531,0,"Entry",1,0,55728.6620334156,3,4.57
532,1,"Entry",1,0,46164.2081809496,1,5.65
533,0,"Entry",1,0,48064.9948263753,1,5.92
534,1,"Manager",0,1,125605.268946202,9,6.47
535,0,"Entry",1,0,53418.0921490073,2,5.92
536,0,"Entry",0,0,56151.0824366335,3,5.92
537,1,"Manager",0,1,123386.965863676,8,6.32
538,0,"Manager",1,1,129953.785010863,10,2
539,1,"Manager",0,1,138919.189776878,13,3.72
540,0,"Manager",1,0,123289.983309861,10,4.56
541,1,"Manager",0,0,110521.928463086,4,7.3
542,1,"Manager",0,1,131557.270321509,11,4.7
543,1,"Entry",0,1,50591.348576019,3,3.46
544,1,"Entry",1,0,48228.4409422093,2,6.17
545,1,"Entry",1,1,42364.3893968732,1,6.13
546,0,"Manager",0,0,133223.148010986,12,6.62
547,0,"Entry",0,0,46474.7484604924,1,4.57
548,0,"Entry",1,0,49592.2870115007,2,5.24
549,0,"Entry",0,0,44157.7475881268,1,5.92
550,1,"Manager",0,0,113379.024615232,5,8.12
551,0,"Manager",1,0,110220.755435764,5,7.87
552,1,"Entry",1,1,53730.1616033575,3,6.13
553,1,"Manager",0,0,119743.699531499,9,5.72
554,1,"Entry",0,0,49649.8098245651,2,4.88
555,1,"Manager",0,0,113385.923232347,8,6.38
556,1,"Entry",1,1,51543.4809675689,2,4.99
557,1,"Manager",1,1,116030.020583747,7,5.36
558,0,"Entry",1,0,46958.9075804812,1,5.92
559,1,"Manager",1,1,111323.475598466,5,6.85
560,0,"Entry",0,0,50037.764184858,1,5.24
561,0,"Entry",0,1,56178.6212695316,3,4.46
562,1,"Manager",0,1,116734.877927806,8,7.81
563,0,"Entry",0,0,42092.5342557187,0,5.92
564,1,"Entry",1,1,46741.7974354099,2,4.57
565,1,"Entry",0,1,42892.9982213752,1,5.28
566,1,"Manager",1,1,108548.562322451,7,7.56
567,1,"Entry",0,0,46961.1284502813,1,4.9
568,0,"Entry",0,0,46996.094314411,2,5.92
569,1,"Manager",1,1,114220.617111826,8,5.68
570,0,"Entry",1,1,54943.0200499731,3,3.16
571,0,"Entry",1,0,46978.2564515461,1,5.24
572,1,"Entry",1,0,49031.5726148732,2,6.5
573,1,"Manager",0,0,132754.788129356,10,8.05
574,1,"Entry",0,1,50596.2193735351,3,5.59
575,0,"Entry",0,0,53454.1498722795,2,4.57
576,0,"Manager",0,0,127998.53625254,10,7.77
577,1,"Entry",0,1,46911.7437099374,2,4.92
578,0,"Entry",0,0,55280.1602793102,3,5.92
579,1,"Manager",0,1,119871.275199756,8,6.45
580,0,"Entry",1,0,47466.1387510699,2,5.24
581,0,"Entry",0,0,49328.4809461081,3,5.24
582,1,"Manager",0,1,129799.160861635,9,4.5
583,1,"Entry",1,1,52782.7283906624,2,5.28
584,1,"Entry",0,1,42146.3834947738,0,6.79
585,1,"Manager",0,0,128811.408433202,8,7.43
586,0,"Entry",0,0,44108.3637830553,0,4.57
587,0,"Entry",0,0,52146.7609095479,2,5.24
588,1,"Entry",1,1,49925.6839105572,3,3.61
589,0,"Manager",0,1,135961.033405401,12,2.79
590,1,"Manager",1,0,115285.259752081,6,4.41
591,1,"Entry",0,1,47810.4903891536,2,5.76
592,1,"Entry",0,0,48214.0000299443,1,5.89
593,1,"Manager",0,1,103662.59750798,5,5.37
594,0,"Entry",0,0,44944.3548647644,1,5.92
595,1,"Manager",1,1,125479.147244542,9,6.92
596,0,"Entry",1,0,52560.3362500819,2,5.92
597,0,"Entry",1,0,51843.5848582499,3,4.57
598,0,"Manager",0,0,129492.058715428,11,6.38
599,1,"Manager",0,1,113886.696786272,8,7
600,0,"Manager",1,1,111143.098192033,4,1.3
601,1,"Manager",0,1,122503.924857433,10,4.5
602,1,"Manager",1,1,123887.052410784,8,4.85
603,0,"Manager",0,0,114544.692396371,7,5.62
604,1,"Manager",1,1,110537.26053199,6,4.51
605,0,"Entry",0,1,47060.099803886,1,3.12
606,0,"Entry",1,0,48497.721478759,2,3.9
607,1,"Entry",1,0,46974.845760937,1,5.72
608,0,"Manager",0,1,144820.445340197,13,3.35
609,1,"Entry",1,0,52419.3240010481,2,5.6
610,0,"Manager",0,1,118720.27227736,6,2.69
611,1,"Entry",1,1,48904.7522780892,2,6.04
612,1,"Manager",0,0,128426.190625459,9,6.36
613,1,"Manager",1,0,102911.877445538,5,8.48
614,1,"Manager",0,1,129243.706647147,10,5.83
615,1,"Entry",1,0,48644.2136556461,2,6.31
616,1,"Manager",0,0,117100.994457328,8,6.91
617,1,"Manager",0,1,132387.19872695,9,6.08
618,1,"Manager",0,1,128160.97093412,10,3.26
619,1,"Manager",0,1,125244.332686295,9,5.01
620,0,"Entry",0,0,49934.9743644035,2,5.92
621,0,"Entry",0,0,48395.8076015142,2,5.92
622,1,"Manager",1,1,108000.577837464,6,6.54
623,1,"Entry",0,1,51260.5077917893,2,3.5
624,1,"Manager",0,0,129039.384852474,10,8.3
625,1,"Entry",1,1,49393.8321875726,2,5.37
626,1,"Manager",0,1,118518.460849461,7,4.9
627,0,"Manager",1,1,99778.1894986548,5,2.57
628,1,"Entry",1,0,53356.7650742055,2,6
629,1,"Manager",0,1,126155.12679763,9,4.14
630,1,"Entry",1,0,54675.3401794528,4,7.05
631,0,"Entry",1,0,52555.682597182,2,5.24
632,1,"Entry",0,0,51564.9794240342,3,6.36
633,1,"Entry",0,0,49177.2363636653,2,5.33
634,1,"Manager",1,1,93985.3028729085,4,5.57
635,0,"Entry",1,0,49887.5669141632,3,5.24
636,1,"Manager",0,1,132918.245255647,11,3.77
637,1,"Manager",0,1,126288.978908241,10,5.84
638,1,"Manager",0,1,143976.681200955,12,6.23
639,1,"Entry",0,0,51384.9549452373,3,6.48
640,0,"Entry",0,0,51974.3696116168,2,4.57
641,1,"Manager",0,1,126719.321395025,8,5.43
642,1,"Entry",1,0,49559.6390744715,1,6.33
643,1,"Manager",1,1,119043.24556581,6,5.52
644,1,"Entry",0,1,46449.5469114736,2,5.27
645,1,"Entry",1,0,48580.3390521505,2,4.44
646,1,"Entry",0,1,54763.8978162037,4,4.09
647,1,"Entry",0,1,54280.5653035087,3,3.92
648,1,"Manager",1,0,124749.77912396,10,7.63
649,0,"Manager",0,0,110212.054226111,8,6.34
650,1,"Entry",0,1,51564.3668432965,2,5.02
651,1,"Entry",0,0,52251.7133347703,3,4.14
652,1,"Manager",0,1,125713.068022482,11,5.03
653,1,"Manager",1,0,114562.177397773,8,8.35
654,1,"Entry",1,0,49869.0449527197,1,5.72
655,1,"Manager",0,1,115918.337206654,6,6.46
656,1,"Entry",0,0,52072.1723592152,3,5.62
657,1,"Manager",0,1,124555.033716895,7,4.12
658,1,"Entry",1,1,49616.0674246072,2,2.73
659,1,"Manager",1,1,93376.3998781661,4,8.24
660,1,"Entry",1,1,51359.6379061721,1,4.7
661,0,"Manager",1,1,107248.210985232,5,6.35
662,1,"Manager",0,0,108071.304404262,6,6.87
663,1,"Manager",0,0,116592.681143672,6,7.58
664,0,"Manager",0,0,116036.97796122,8,7.1
665,0,"Entry",0,1,48444.5749659662,1,1.98
666,0,"Entry",1,0,51775.747076299,3,5.24
667,0,"Entry",0,0,45259.2645224242,0,6.59
668,1,"Manager",0,1,140724.526459661,12,2.57
669,1,"Manager",0,1,117132.269326576,7,5.64
670,1,"Manager",1,1,116736.575863709,6,3.28
671,1,"Manager",0,1,135033.378371158,10,4.07
672,1,"Manager",0,1,128925.832052892,9,5.21
673,0,"Entry",0,1,45643.7043829225,2,3.79
674,0,"Entry",0,0,45155.5331081818,2,5.24
675,1,"Entry",1,1,50618.3735547254,3,5.33
676,1,"Manager",0,1,118268.827824422,9,3.87
677,1,"Entry",1,1,51208.3875598406,3,4.17
678,1,"Manager",1,1,116094.929419966,6,5.79
679,1,"Manager",1,0,120935.330165883,9,7.68
680,0,"Entry",1,0,52091.136178372,3,5.24
681,1,"Manager",0,1,108989.241581546,8,5.6
682,0,"Manager",1,1,99112.8268441613,5,4.38
683,0,"Entry",1,0,44607.1254384144,1,5.92
684,1,"Entry",0,1,48730.9957517711,2,5.83
685,1,"Entry",1,1,47395.4814252993,2,6.65
686,1,"Manager",0,1,111729.779357111,5,6.09
687,1,"Manager",1,1,99602.8319607988,4,4.56
688,1,"Entry",1,1,53423.5833286334,4,5.69
689,1,"Manager",0,0,140650.447503893,11,7.38
690,0,"Manager",0,1,127670.854860017,10,6.8
691,1,"Entry",0,1,51830.0929489813,2,5.18
692,0,"Entry",0,0,48801.8190802059,2,3.9
693,1,"Manager",0,1,131391.337427861,11,3.75
694,0,"Entry",0,0,49956.4314554419,1,3.9
695,1,"Manager",0,1,109526.888172929,8,7.59
696,1,"Manager",0,1,139066.623583184,13,7.85
697,1,"Manager",0,1,131334.536891628,9,5.12
698,1,"Manager",0,1,121769.959904169,10,5.1
699,0,"Manager",0,0,108839.126858218,8,5.03
700,1,"Manager",0,1,116147.650044588,6,6.76
701,1,"Entry",0,1,47763.0061424896,2,5.76
702,0,"Entry",0,0,52067.5307667056,2,4.57
703,1,"Entry",0,1,45958.8655427066,1,6.07
704,1,"Manager",0,0,120147.647174267,9,10
705,0,"Entry",1,1,49112.3271817564,1,2.85
706,1,"Manager",1,1,102828.614515664,6,5.88
707,1,"Manager",1,1,97251.7806216206,3,3.83
708,1,"Entry",0,0,49717.6209012815,3,8.06
709,0,"Manager",0,1,100279.401554221,6,4.49
710,1,"Manager",0,1,130549.920433449,9,5.67
711,0,"Manager",0,1,134803.745331993,9,5.22
712,0,"Entry",1,0,53823.5825850704,2,5.92
713,0,"Entry",0,0,47052.3079533534,1,4.57
714,1,"Manager",1,1,105498.909914664,4,4.09
715,1,"Manager",1,1,124424.904631415,10,8.07
716,1,"Entry",0,1,53754.6693116159,3,3.6
717,0,"Manager",0,0,132234.955073849,9,5.38
718,1,"Entry",0,1,45141.3001000552,1,6.51
719,0,"Manager",0,0,112892.433432877,7,6.16
720,1,"Manager",0,1,108656.144625312,4,5.91
721,0,"Manager",0,0,121341.264437303,7,7.03
722,1,"Entry",0,1,51487.2495621221,2,4.02
723,1,"Entry",1,1,50047.9388304209,3,6.31
724,1,"Manager",1,1,108263.74017385,6,7.12
725,1,"Manager",1,1,112401.783550404,7,7.12
726,0,"Entry",1,1,54611.9265569777,2,2.85
727,1,"Manager",0,1,125172.239913374,7,4.47
728,0,"Manager",0,0,114559.00701242,6,6.34
729,1,"Manager",1,1,92561.1240492164,2,4.46
730,1,"Manager",0,1,101706.221241415,5,5.09
731,0,"Manager",0,1,129086.843246067,10,2.14
732,0,"Manager",1,1,100052.149456699,5,4.67
733,0,"Manager",1,1,124159.816267584,8,2.29
734,1,"Manager",1,0,123384.679200294,11,7.63
735,1,"Entry",0,0,52339.5725331172,3,6.54
736,1,"Manager",0,0,124533.067533605,10,7.31
737,1,"Manager",0,0,123082.952240891,7,7.56
738,1,"Entry",1,1,46291.5766307869,1,4.57
739,0,"Manager",0,0,134098.621530724,11,4.82
740,1,"Entry",0,0,47546.5396278249,2,5.59
741,0,"Manager",0,0,131165.37530762,9,5.54
742,0,"Manager",0,1,129401.108827409,10,4.8
743,1,"Manager",1,0,89788.3160410739,1,7.97
744,1,"Entry",0,1,46035.9064314019,1,4.76
745,1,"Manager",1,1,115460.754516683,6,4.81
746,1,"Manager",0,1,133477.740553726,10,3.28
747,1,"Entry",1,0,47196.5147777282,1,6.91
748,1,"Manager",1,1,115129.61377898,8,6.56
749,1,"Entry",0,1,49114.747531921,1,7.78
750,0,"Manager",1,0,131846.31735328,9,7.58
751,1,"Entry",0,1,53859.1969709455,2,5.42
752,1,"Entry",0,1,47081.8658645397,1,4.76
753,1,"Entry",0,1,49478.3979393061,1,6.29
754,1,"Entry",1,0,47957.2947595327,1,7.2
755,0,"Manager",1,0,96893.643654004,2,6.08
756,1,"Manager",1,1,101566.082052327,5,7.34
757,0,"Entry",0,1,50297.3906161026,2,2.15
758,1,"Manager",0,0,124894.370438284,8,7.59
759,1,"Manager",0,0,108104.506356404,7,5.55
760,1,"Manager",1,1,91804.5408341071,4,6.19
761,0,"Entry",1,0,55731.7314538606,2,5.92
762,1,"Manager",1,1,120906.088061123,7,5.32
763,0,"Entry",0,0,49927.8872022327,1,4.57
764,0,"Manager",1,1,120609.557012091,9,2.54
765,1,"Manager",0,0,119992.171660288,10,7.33
766,1,"Manager",1,1,112808.082556204,6,3.74
767,0,"Manager",0,1,127507.634205277,11,4.47
768,0,"Manager",0,1,127265.032722468,10,3.93
769,1,"Entry",0,0,52850.8575675616,3,6.41
770,0,"Entry",0,0,49231.9824540457,2,5.24
771,1,"Entry",0,0,43488.7625319844,1,6.3
772,0,"Entry",1,1,49443.825864277,3,3.46
773,1,"Entry",1,0,51425.5034540242,3,8.72
774,1,"Entry",1,1,55302.3300837348,2,4.27
775,1,"Manager",1,0,101934.222658732,6,8.9
776,0,"Manager",0,0,114579.236972274,7,3.28
777,1,"Manager",0,1,118726.447980496,7,9.36
778,0,"Entry",1,1,49396.4317613238,2,3.64
779,0,"Entry",1,0,54680.5781160296,2,3.9
780,1,"Entry",1,1,50828.7439064939,3,3.83
781,1,"Entry",1,0,53373.6519709428,3,5.07
782,0,"Manager",0,0,124035.437646825,7,5.42
783,1,"Manager",0,1,114339.459137332,7,5.05
784,1,"Manager",1,1,110242.37983142,7,7.4
785,1,"Entry",1,1,50669.5415807251,1,5.95
786,1,"Manager",0,1,117283.003360315,8,5.02
787,0,"Manager",1,0,113105.525727502,6,6.18
788,1,"Entry",1,1,54210.5491712969,4,5.04
789,0,"Entry",0,1,56847.7783411738,3,2.96
790,0,"Entry",0,0,52974.2900448693,3,4.57
791,0,"Entry",1,0,55446.7896316876,3,4.57
792,0,"Manager",1,0,102625.761340085,6,6.08
793,0,"Entry",1,1,51065.6939772692,2,4.4
794,0,"Manager",0,0,124388.115732591,7,6.06
795,0,"Manager",1,0,105397.958630081,4,7.28
796,1,"Manager",1,1,123682.762043744,8,3.1
797,0,"Manager",0,1,114692.963018594,8,4.76
798,1,"Entry",1,1,47999.1481888961,1,4.83
799,0,"Manager",0,0,132941.831624986,12,5.45
800,0,"Manager",0,0,117783.189218863,7,4.98
801,1,"Manager",0,1,140030.984145752,12,6.55
802,1,"Entry",0,0,50326.0608881052,2,6.72
803,0,"Manager",0,0,120125.980031427,8,4.75
804,1,"Manager",0,1,115912.416856286,5,6.7
805,1,"Manager",0,1,106895.489681198,4,5.5
806,0,"Manager",1,1,108621.99071919,7,6.01
807,1,"Manager",0,0,124229.576369424,10,7.35
808,0,"Manager",0,0,126475.084280814,8,6.44
809,1,"Entry",0,1,51829.6944196105,3,5.67
810,1,"Manager",0,1,122855.012329626,10,5.56
811,1,"Entry",1,1,54389.6463033028,2,6.05
812,1,"Entry",1,1,52642.6879734886,3,3.3
813,0,"Entry",0,1,54296.917743829,2,4.83
814,0,"Manager",0,0,126552.473732738,9,8.43
815,0,"Entry",0,0,54875.7082630783,4,5.24
816,1,"Entry",0,0,46014.9295541582,1,7.7
817,1,"Manager",0,1,133675.489393759,11,5.14
818,0,"Entry",1,1,47834.0365471906,2,3.5
819,0,"Manager",1,0,105837.937591735,5,6.28
820,0,"Manager",0,0,138240.430768095,12,4.81
821,0,"Manager",0,1,123386.582245629,10,1.73
822,0,"Manager",1,0,101601.294233623,3,4.97
823,1,"Manager",1,1,93434.3194427685,2,7.29
824,0,"Entry",0,0,52950.9013300763,2,4.57
825,1,"Manager",1,0,117848.656785939,8,7.63
826,0,"Entry",0,1,48115.4709779668,2,4.88
827,1,"Manager",0,1,134923.616881242,11,8.45
828,1,"Manager",0,0,123748.867912146,11,6.44
829,1,"Manager",1,0,105189.597029596,4,7.1
830,0,"Manager",0,0,112402.306917634,8,4.58
831,1,"Manager",0,1,128856.347314042,10,6.18
832,0,"Manager",1,0,102414.619957895,3,6.17
833,1,"Entry",1,0,50148.1704207674,3,7.59
834,1,"Manager",0,1,107706.095393443,4,5.76
835,0,"Manager",0,0,131996.438993816,10,8.23
836,1,"Manager",1,0,102140.110417241,5,6.62
837,0,"Entry",0,0,49444.0001781473,2,5.92
838,0,"Entry",1,1,46501.2598164451,1,4.92
839,1,"Manager",0,1,120750.295180844,7,5.87
840,0,"Manager",1,0,116639.967548259,8,5.47
841,0,"Entry",1,0,54501.3492706963,3,3.9
842,1,"Entry",1,1,49685.1005332332,1,3.77
843,0,"Manager",0,0,146967.144076166,15,5.91
844,0,"Entry",1,0,47359.0661730106,2,6.59
845,0,"Entry",0,0,42424.8868326559,1,5.92
846,0,"Entry",0,0,47486.7645667826,1,5.92
847,1,"Manager",1,0,96678.463772787,4,5.77
848,0,"Manager",0,1,126328.40288207,9,2.11
849,0,"Manager",0,1,124974.695837476,8,3.36
850,0,"Manager",0,0,125000.343298504,11,5.64
851,0,"Manager",0,1,119671.396051062,10,5.81
852,0,"Entry",1,0,51246.8130994816,2,5.24
853,0,"Entry",0,1,50135.5691642575,3,4.18
854,1,"Entry",1,0,50495.104981584,3,7.14
855,1,"Entry",1,1,48763.9779432452,1,6.17
856,0,"Manager",1,0,107568.239720693,7,5.48
857,1,"Manager",1,0,115896.108400483,7,7.59
858,1,"Entry",0,1,53662.478203837,3,5.54
859,1,"Entry",1,1,49149.0594770588,3,4.41
860,1,"Manager",1,1,102340.836779323,4,6.98
861,1,"Manager",1,0,104962.999962955,6,8.69
862,0,"Entry",0,1,50344.1333420059,2,3.77
863,1,"Manager",0,1,120842.16681039,7,4.76
864,1,"Manager",1,1,107927.97949787,8,5.94
865,1,"Manager",0,1,112141.703967804,5,5.37
866,1,"Entry",1,0,48731.1154812996,1,8.34
867,1,"Manager",0,1,115828.654005481,8,6.83
868,1,"Manager",0,1,127071.281981024,9,6.47
869,1,"Manager",0,1,115302.823264796,8,4.32
870,1,"Entry",1,0,49764.3088979118,1,9.22
871,1,"Manager",0,1,123042.937461337,9,6.9
872,0,"Manager",0,0,138558.881073626,13,5.73
873,0,"Entry",1,1,44465.3272313954,1,6.02
874,1,"Manager",1,1,115598.130762948,9,5.27
875,0,"Entry",1,0,49323.6040848907,1,4.57
876,1,"Entry",1,1,52723.3285799288,3,5.11
877,1,"Entry",0,0,50248.7820384551,3,6.72
878,1,"Entry",1,1,49400.3352842425,3,4.99
879,1,"Manager",1,0,117290.818339431,6,6.42
880,1,"Manager",1,0,92914.6118187564,1,6.46
881,1,"Manager",1,1,93747.2325564785,1,4.42
882,0,"Manager",1,0,117213.323860451,7,7.46
883,1,"Manager",0,0,126799.406242324,10,6.75
884,1,"Entry",1,1,53691.0131186273,2,4.5
885,0,"Manager",0,1,114975.384561946,9,4.51
886,0,"Manager",1,0,111206.857092936,7,5.54
887,1,"Manager",1,1,148356.074152238,14,6.51
888,0,"Manager",0,0,147521.835941015,14,6.75
889,1,"Manager",1,1,107367.9172304,4,5.08
890,1,"Manager",0,0,129846.840940052,10,5.69
891,1,"Manager",0,0,130760.257331952,8,4.77
892,1,"Manager",1,1,104439.059984518,6,6.8
893,0,"Entry",0,0,42932.357124614,0,4.57
894,1,"Manager",0,0,125268.003695012,11,6.58
895,0,"Entry",0,0,50852.1313795485,2,5.24
896,1,"Manager",0,0,124093.951986192,11,6.08
897,1,"Manager",1,1,99953.0482095768,3,3.99
898,0,"Entry",0,0,51534.746983738,3,4.57
899,0,"Manager",0,0,113733.523487973,6,4.04
900,0,"Manager",1,0,136054.461083836,9,5.46
901,1,"Entry",0,0,45669.8421131978,2,7.51
902,0,"Entry",0,0,53361.0155495408,2,4.57
903,1,"Manager",0,1,136594.446611266,11,5.69
904,1,"Manager",1,0,110269.316782048,5,7.57
905,1,"Manager",1,1,108418.774888561,6,6.59
906,0,"Manager",0,0,120549.808627114,9,3.4
907,0,"Manager",0,0,123703.463082026,8,5.55
908,0,"Entry",1,0,51979.8184815074,2,4.57
909,1,"Entry",1,0,49181.9467497033,2,6.74
910,1,"Manager",0,1,141367.187616922,11,6.4
911,0,"Manager",0,0,125037.098632118,10,4.97
912,1,"Manager",0,1,113116.401232967,7,6.89
913,0,"Entry",0,0,52197.2708588726,2,4.57
914,0,"Entry",1,1,50828.7431151503,2,4.75
915,0,"Entry",1,0,51236.0501127025,2,5.24
916,0,"Entry",0,1,52132.6277405799,3,4.27
917,0,"Entry",0,0,50257.7579497321,2,4.57
918,1,"Entry",0,0,40155.4730759477,0,5.32
919,1,"Entry",1,1,46717.7184098045,2,4.87
920,1,"Manager",0,1,111295.718689547,7,4.26
921,0,"Entry",0,0,48142.7731907317,1,5.24
922,1,"Entry",0,0,50291.6990580342,2,6.93
923,1,"Entry",0,0,54048.1402540786,2,6.69
924,1,"Entry",1,1,49156.3510853581,1,5.11
925,1,"Entry",1,0,43187.6162534432,1,7.48
926,1,"Manager",1,1,112646.481596517,8,4.18
927,0,"Manager",0,0,118421.848408626,7,7.47
928,1,"Entry",0,1,49341.0854385059,1,6.3
929,1,"Manager",0,1,142446.268276799,13,6.33
930,1,"Manager",0,1,121166.157755844,6,6.64
931,0,"Manager",1,0,92544.1395725036,3,5.93
932,1,"Entry",0,0,50925.1029284488,2,5.49
933,1,"Manager",1,1,115231.327050081,9,4.07
934,1,"Entry",1,1,50928.0476629205,2,4.16
935,0,"Manager",0,1,138743.156511171,11,3
936,1,"Entry",1,0,48953.5657956238,2,6.55
937,1,"Entry",0,1,52660.2926727091,3,4.34
938,1,"Entry",1,1,49318.9859043805,2,5.73
939,1,"Manager",0,0,122345.380618671,8,6.09
940,1,"Manager",0,1,139469.784797579,13,5.16
941,1,"Entry",0,0,56959.9783348086,3,7.06
942,1,"Manager",0,1,124807.71212948,9,6.27
943,0,"Entry",0,0,46113.1656170298,2,5.24
944,0,"Entry",1,0,50489.2085545152,2,5.24
945,1,"Entry",0,0,51465.4614346723,2,5.67
946,0,"Manager",0,0,127700.750993198,11,7.85
947,1,"Manager",1,1,119199.623803864,6,6.95
948,1,"Manager",1,1,125432.349521242,8,5.92
949,0,"Manager",0,1,137691.395466216,11,4.7
950,1,"Manager",0,1,138069.494654519,13,4.95
951,0,"Entry",1,0,52853.7183892001,4,6.59
952,1,"Manager",0,0,120137.016423921,8,5.61
953,0,"Manager",0,0,134504.11755008,12,7.85
954,0,"Entry",0,0,47374.0352909574,2,3.9
955,1,"Manager",0,1,124248.237750173,8,4.01
956,1,"Entry",1,1,47714.4085167027,2,6.53
957,0,"Manager",0,0,104280.083803423,4,5.63
958,1,"Entry",1,0,54250.2741476279,2,7.1
959,1,"Entry",0,0,52890.5064063537,2,6.54
960,1,"Entry",1,1,47141.7572283337,2,5.7
961,0,"Entry",0,0,50465.2969899508,3,6.59
962,1,"Entry",0,1,52834.2381604004,2,6.68
963,1,"Manager",0,1,116816.281836975,7,4.98
964,1,"Entry",1,1,45937.6410354728,0,5.46
965,0,"Manager",0,0,125249.257627845,10,5.66
966,0,"Manager",1,0,125273.094937339,8,4.42
967,1,"Manager",0,1,108881.041675454,7,6.4
968,0,"Manager",1,1,92491.2849178978,3,5.14
969,0,"Entry",1,0,49431.746469054,2,5.24
970,1,"Entry",0,0,48312.263525757,2,6.67
971,1,"Entry",1,1,45408.2270887893,1,3.67
972,1,"Entry",1,0,44593.3237046618,2,7.48
973,0,"Entry",1,1,53150.9351146606,2,3.15
974,1,"Entry",1,1,46925.8927683874,1,5.66
975,1,"Entry",0,1,52636.7071230546,2,3.03
976,1,"Entry",0,1,54526.6553105672,2,4.79
977,0,"Manager",0,1,120510.196268562,9,4.38
978,0,"Entry",1,0,47336.9007039062,1,4.57
979,0,"Manager",0,0,116611.513816049,6,6.53
980,0,"Entry",1,0,53277.9153632852,2,4.57
981,1,"Manager",0,1,132252.569080361,8,5.91
982,0,"Entry",1,0,44296.1894687289,1,3.9
983,1,"Entry",0,0,43709.3467784051,1,5.88
984,1,"Manager",0,0,134419.391452796,11,5.66
985,1,"Entry",1,1,53376.7290729366,3,7.1
986,1,"Entry",0,1,49531.3986490342,2,6.15
987,0,"Entry",0,0,52128.7656015936,2,5.24
988,1,"Manager",1,1,102353.213291276,4,4.87
989,0,"Entry",0,0,45658.2168612842,1,5.24
990,1,"Manager",0,1,113737.554628213,7,6.72
991,1,"Entry",0,1,46478.638513394,2,5.07
992,0,"Entry",1,1,48044.705938812,2,4.95
993,0,"Manager",1,1,103667.04382838,4,4.01
994,0,"Entry",0,1,51700.2783012064,2,3.28
995,1,"Manager",0,1,129099.031460733,10,6.59
996,0,"Manager",0,0,117753.529616311,8,6.13
997,0,"Manager",1,0,120043.540146502,8,5.16
998,0,"Entry",1,0,47886.8158940073,1,5.92
999,1,"Manager",0,0,125585.136824127,9,3.75
1000,1,"Manager",0,1,141173.30570613,13,7.05
1001,0,"Entry",0,0,51457.6638584173,2,4.57
1002,0,"Manager",1,1,122824.525508658,10,1.83
1003,0,"Entry",0,0,45693.769900167,1,6.59
1004,1,"Entry",1,0,55799.071208589,3,7.15
1005,0,"Manager",0,0,111479.055643922,8,6.83
1006,1,"Entry",1,0,51693.0651683429,3,7.68
1007,0,"Manager",0,1,128326.917828866,10,6.34
1008,1,"Entry",0,0,47826.3875492109,2,6.49
1009,1,"Entry",1,0,44801.1558176288,0,6.36
1010,1,"Manager",0,1,128019.253525641,11,6.36
1011,1,"Manager",1,1,110325.64812729,5,4.79
1012,1,"Entry",0,0,51313.5523569586,3,8.4
1013,1,"Entry",1,0,54533.2109345415,4,7.1
1014,1,"Entry",1,1,49054.5489414325,2,3.71
1015,0,"Manager",0,1,125526.433228618,11,4.21
1016,1,"Manager",1,1,113623.127033139,6,4.93
1017,1,"Entry",1,0,44646.42772673,0,5.56
1018,1,"Entry",0,1,43910.7469643288,1,5.92
1019,1,"Manager",1,1,102374.193063331,3,5.32
1020,1,"Manager",0,1,132729.290688206,10,3.32
1021,1,"Manager",0,1,115604.184400699,9,4.6
1022,0,"Entry",1,1,49063.0404572195,2,3.37
1023,1,"Entry",0,1,54172.0973338537,3,8.66
1024,1,"Manager",1,1,116526.674095691,8,4.65
1025,1,"Manager",0,1,116623.959401839,8,6.07
1026,1,"Entry",0,1,48280.74920395,1,7
1027,1,"Manager",0,1,120761.324453012,8,5.61
1028,1,"Manager",1,1,95555.5890408943,2,3.35
1029,1,"Entry",0,0,56619.0268742182,4,5.76
1030,1,"Manager",1,0,108639.239392395,4,7.05
1031,0,"Manager",0,0,139290.632980821,11,7.06
1032,0,"Manager",1,1,86393.7202978912,3,2.04
1033,0,"Entry",0,0,54674.5801591851,3,5.92
1034,0,"Entry",1,0,55769.7416015812,3,4.57
1035,0,"Manager",0,0,100079.827125875,4,7.16
1036,1,"Entry",1,0,54725.3558603851,2,5.53
1037,1,"Manager",0,0,118996.255105716,6,6.82
1038,1,"Entry",1,1,55832.7905241271,4,4.04
1039,0,"Entry",1,0,49476.7634822352,2,5.24
1040,1,"Entry",0,0,52216.560943529,2,8.34
1041,1,"Manager",0,1,139363.296896903,14,4.3
1042,1,"Manager",1,1,126449.016081875,8,6.78
1043,1,"Manager",1,1,102628.601974695,5,6.17
1044,1,"Manager",0,1,137981.367011295,12,6.33
1045,0,"Entry",0,1,49701.9824542124,2,1.99
1046,1,"Manager",1,1,107645.771520698,5,6.73
1047,1,"Entry",0,0,47407.9898755582,1,6.39
1048,0,"Manager",0,1,126227.24352604,9,4.02
1049,1,"Entry",1,1,40228.37811498,0,6.33
1050,1,"Entry",1,1,49202.1295492453,2,4.07
1051,0,"Entry",0,0,54539.3621312801,3,4.57
1052,0,"Entry",0,0,48823.4217970666,2,6.59
1053,1,"Manager",0,0,101642.578660555,3,9.3
