"uid","asin","title","stars","reviews","boughtInLastMonth","isBestSeller","price"
298650,"B09YTGK2H3","Minnie Mouse & Mickey Mouse Red Crescent Comestics Case - Premium PVC",4.9,865,300,0,63.4
295573,"B0BPK8V9W6","Luggage Covers for Suitcase TSA Approved | Handle Openings on L&R | Premium Clear Suitcase Covers for Luggage TSA Approved | Luggage Protector Suitcase Cover | Size 20in |Clear Luggage Cover Protector",4.2,987,300,0,114.27
298452,"B00LBH53QM","Camo 5-Piece Spinner Luggage Set, Green, One Size",4.3,276,100,0,83.39
295894,"B09PZHF8VV","Troupe Hardside and Softside, Garden Mint, 4PC Set",3.5,3410,200,0,83.39
295276,"B09NMNBJNG","Garment Folder",4.4,1638,50,0,106.09
299243,"B002H7SN6W","42 Inch Garment Bag, Cafe, One Size ,Brown",4.8,1381,50,0,139.8
297694,"B0B5FJBJHM","Kids' Softside Donut Carry On Suitcase (069-03-0916)",3.1,1643,50,0,132.42
297420,"B0C24LDPVG","Northbridge Expandable Hardside Spinner Bronze, Carry-On 20-Inch",2.5,46,400,0,56.08
297739,"B09K4RMM5Q","Star Wars Grogu The Mandalorian Hard Side 16"" kids Luggage",1.5,176,300,0,91.19
297855,"B08BTLW87Q","shopper e1 - Large capacity and expandable bag made of water repellent and recycled polyester fabric",4.5,552,200,0,51.33
299492,"B095PWFX8Q","Hard Icon Mini Travel Bag | Mint Green | 100% Polycarbonate",4.5,1546,200,0,93.94
297132,"B07BX2WZXV","Women's Belinda 29"" Spinner, Holographic, One Size",2.1,677,200,0,98.33
297691,"B09QPKQJDT","Kids Pokémon Pikachu ABS Shell Collapsible Luggage",2.9,1630,200,0,158.33
296205,"B0C2QJFWGC","Totepack No. 1",3,5328,300,0,209.87
295142,"B0BWH8FXMS","LA SERIES Carry On Luggage 20inch Wide Handle Suitcase,Hardshell with Aluminum Frame,Supper-low noise Spinner Wheels & TSA Lock, Business Travel Carry-On Luggage (White)",2.9,34,0,0,112.55
298443,"B09XQNH5ZW","Hawaiian Palm Ocean Beach Print Travel Luggage Cover Suitcase Cover Protector Anti Scratch Fits 30-32inch Luggage",4.8,3798,50,0,155.89
297564,"B0C6WWPNBZ","Travel Luggage Cover Suitcase Cover Protector Anti-scratch Suitcase Cover Fits 18-32 Inch Luggages (Black, L(27-30 inch luggage))",0.5,992,0,0,65.78
299587,"B0BFDPMRKP","Anti-scratch PC Material Hardside Spinner luggage, 20inch Carry-On, Wear-resistant, Lightweight Spinner Expandable Suitcase Luggage with Wheels",4.9,1234,50,0,166.84
297680,"B09K44KPX2","Dakine",3.2,1310,100,0,116.63
296405,"B0BMWVCRL3","17X13X8 Inches JetBlus Airlines Personal Item Under Seat Duffel bag Suitable for Major Airlines including Spirit, Jetblue, Frontier, and American - Duffel Bag Design (Black)",1.9,516,200,0,68.19
299586,"B0C8Z9KRLY","Women's Santee",3.5,18,50,0,76.15
299772,"B0873BM27M","Classic Tote",3.3,894,200,0,36.88
295321,"B0B3HZPKMS","19 Degree Short Trip Expandable 4 Wheeled Packing Case - Navy",3.1,812,300,0,141.59
296441,"B0BCPG31ST","Intrepid 27"" Softside Checked 8 Wheel Expandable Spinner with TSA Lock, Dark Red",2.5,1471,50,0,107.13
294932,"B09Y2BNMTM","Uprights, Black, 21-inch Baseline Global Carry-On",4.8,1666,200,0,133.79
298489,"B08CBJLNZM","Karma Gifts, Recycled Medium Gift Bag Daisy",4.3,3487,0,0,156.47
298953,"B0BRNB5SXZ","Waterproof Beach Tote Pool Bag for Women Large Wet Compartment With Top Zipper for Beach Pool Travel Daily",1.6,737,100,0,97.62
296817,"B09FJJY6SD","3 piece luggage sets hardshell Lightweight suitcase with spinner wheels tsa lock,carry on travel bag sets for women 24inch,28inch,Travel(red)",3.5,796,100,0,61.63
299158,"B07HYQF2SW","Berlin Emporium Upcycled Canvas & Cowhide Leather Weekender S-1278",2.5,1426,0,0,121.96
295781,"B09Z2K6SD1","SLEEPING LAMB 72'' Wedding Dress Garment Bag 15'' Gusseted Dress Bag for Gowns Long with Large Mesh Pockets Hanging Garment Bag for Prom, Tuxedos, Teal",4.8,2066,200,0,138.75
294919,"B074ZKXZ74","4 Kix Expandable Softside Luggage with Spinner Wheels, Black/Grey, Carry-On 21-Inch",4.4,58,50,0,68.89
297421,"B089T7VY7N","Capri 2.0 27""-Inch Spinner - Expandable Luxury Carry On Luggage With Spinner Wheels - Lightweight Carry On Suitcases with Wheels Made From Durable Polycarbonate - Bordeaux",0.3,874,50,0,56.85
295249,"B0C9GM4M4J","Carry On Luggage 22x14x9 Airline Approved Spinner Wheels Hard Shell Suitcases for Women & Men TSA Luggage Travel Suitcase Rolling Light Weight Luggage 20 Inch(Bamboo Green)",4.6,175,50,0,80.86
299369,"B074TVNKS7","Monroe 3-Piece Hardside Spinner TSA Combination Lock Luggage Set, Black, One Size",4,1498,300,0,127.68
296808,"B07R4GLTR9","Carry-on Tote Duffel Bag with Bottom Compartment, Slides over Luggage handle",3.3,351,50,0,94.78
297597,"B0C55J7PDK","Clear PVC Suitcase Cover Protectors Thicken Luggage Cover Protector Full Transparent Luggage Cover Waterproof Wheeled Suitcase Cover Dustproof Luggage Sleeve Protector (26"")",4.4,1867,0,0,88.57
295181,"B07FNJXLX6","Vienna Spinner Suitcase Luggage - Expandable with Wheels - 26.7 Inch, Black",2.5,1647,50,0,79.74
295157,"B0B6D2KB5H","Luggage 3 Piece Set Suitcase Spinner Hardshell Lightweight TSA Lock Carry on 4 Piece Luggage Sets with PP Material (Nude Pink)",1.7,947,50,0,93.68
295993,"B07TGDLB7Y","Bellagio 2.0 Spinner Trunk with Pocket - 21"" Carry On Suitcase - TSA Approved Luggage - Olive",2.9,1877,50,0,135.49
299312,"B0BFJBWGQV","Jet Set Travel Medium Zip Around Card Case Luggage",3.2,141,200,0,55.08
298131,"B00AMNYDYE","Tapestry Large Travel Duffle Bag Ladies Overnight Weekender Carryon Gym Sports Duffel bags for Women with Butterfly Design (BHOLD-BUTT)",1.1,875,0,0,121.42
297029,"B00T5D0E86","Global Design Concepts Kid's Dora The Explorer and Boots Pilot Case, Pink",4.7,3813,200,0,190.89
295725,"B07YZ8PQVK","Vintage Luggage Set, 3 Piece Retro Spinner Suitcase with Carry On Cosmetic Train Bag for Women (Embossed Pink, 26""+20""+12"")",4.9,1210,200,0,53.55
298967,"B09P4DNK3H","Explorer 3-Piece Expandable Spinner Luggage Set, Black, One Size",3.8,4984,300,0,223.25
296816,"B0BZC3NLKQ","Luggage Suitcase with Spinner Wheels, Hardside Checked Luggage with TSA Lock, 24 Inch Medium Travel Suitcase (GREY,4PCS)",2.8,1759,200,0,88.76
297002,"B07NC8TT1V","HL-SD-92-BK, Desert",4.1,1284,200,0,84.44
295024,"B0BBZS23KN","Luggage Set of 3 Hardside Carry on Suitcase Sets with Spinner Wheels & TSA lock, Portable Lightweight ABS Luggages for Travel, Business - Rose Gold (20/24/28)",0.7,2785,100,0,70.75
299546,"B088CT7B12","Leopard Pattern Beach Toy Bag Groceries Bag for Seaside, Shower Stall, Swiming Pool",4.3,99,300,0,77.45
298019,"B0C3X9T44W","Funny Owl Suitcase Covers Boho Owl Floral Bird Tribal Ethnic Animal on Black Luggage Cover Protector for Suitcase Washable Elastic Travel Luggage Sleeves or Covers Fits 25-28 Inch",4.7,1134,200,0,194.09
298105,"B0C739335Y","Trad Climbing Tote Bag Rock Climbing Gift Rock Climbing Lovers Gift Rock Climber Gift",1.1,466,100,0,90.53
299629,"B071HY1HC4","Flux - Spinner 55/20 Expandable Hand Luggage, 55 cm, 44 liters, Blue (Navy Blue)",3.4,933,200,0,92.06
298190,"B09K6CP3YH","Women Weekender Overnight Travel Shoulder Bag Overnight Carry-on Duffel Gym Tote Luggage (D Wave 1)",3.8,438,100,0,94.1
296184,"B01NAWCPOU","Croco PVC Designer Luggage - Lightweight Expandable 20 Inch Carry on Suitcase for Women - Small Durable Bag with 4-Rolling Spinner Wheels (Burgundy)",4,1594,100,0,129.64
295742,"B0B7YYBK2S","Seascape Collection 4pc Softside Luggage Set, Black/Blue",3.4,1436,50,0,149.74
296833,"B0C2BSDGB4","Personalized Initial Canvas Tote Bag with Makeup Bag Beach Bag with Zipper Adjustable Strap Birthday Gifts for Women",4.6,2395,200,0,164.1
297221,"B07TK3KB4Y","45"" Luxury Fur Coat Cotton Blend Cloth Garment Bags for Travel & Hanging Clothes (Grey - Houndstooth Trim) - Suit Covers Garment Bag for Men & Women Dress Bag - Closet Storage Suit Bag, Coat Storage",4,2168,50,0,67.31
295812,"B0757M29G6","Water Resistant Print Trolley Case, Black, Size L: Fit 28-30 Inch Luggage",1.1,3614,100,0,147.44
297913,"B09DNPZBL2","Denali S Expandable Carry On Suitcase with Double Spinner Wheels, Hardside Luggage, (20-Inch) Navy",4.5,2422,50,0,93.3
296216,"B015T4HFV8","60"" Professional Garment Bag Cover for Suits Pants & Gowns Dresses (Foldable)",3.6,1929,0,0,98.46
298143,"B0C7RPFLP1","Jelly Purse, Jelly Beach Bag, Beach Basket Tote, Plastic Beach Tote, Easter Basket",3.6,624,200,0,118.93
297765,"B0B4GLD5DY","Deluxe Bride & Groom Travel Garment Bag, BLACK-B1G3, 60 in. and 40 in",2.5,1395,200,0,43.58
294772,"B0B7L8V51M","Luggage Sets Clearance ABS Hardshell 3pcs Luggage Hardside Lightweight Durable Suitcase sets Spinner Wheels Suitcase with TSA Lock (Champage)",4.7,3140,50,0,108.84
295939,"B09Q75LNZM","7782 Hardside Expandable Luggage with Spinner Wheels, Silver, Carry-On 20-Inch",4.3,2688,0,0,204.77
297919,"B0CBXFXDSN","REENFAYA Clear Luggage Cover Suitcase Cover Transparent PVC Suitcase Protectors Luggage Covers for Wheeled Suitcase Waterproof Travel Luggage Sleeve Protector (30 inch)",0.8,1254,50,0,129.54
299388,"B07WJJFJRC","Frontier Spinner Unisex Small Black Polycarbonate Luggage Bag TSA Approved Q12009001",4.2,2087,200,0,79.44
294978,"B0BGP6LLQH","2 Piece Luggage Sets, Expandable 20 inch Carry on Luggage Airline Approved, Lightweight Carry on Suitcase with Spinner Wheels, Family Travel Suitcase Set with Duffle Bag -Gray",3,1360,0,0,118.31
298963,"B0CDHL85DL","Charms for Bogg Bag Tote Bag Rubber Beach Bag, Flower Daisy Decoration Charms for Girls Women Bag Accessories",3.7,614,300,0,35.47
295723,"B09V99P3M3","Citywide 33"" Softside Checked 8 Wheel Spinner, Charcoal",0.5,586,200,0,74.78
296292,"B07FXXP96X","Betsey Johnson Designer Carry On Luggage Collection - Lightweight Pattern 22 Inch Duffel Bag- Weekender Overnight Business Travel Suitcase with 2- Rolling Spinner Wheels (Skull Party)",3.9,3472,200,0,200.53
297563,"B09XWNKDFL","Verge Weekender Tote 34L",3,1605,200,0,154.8
296310,"B0C7H33DK3","PC Hardside Carry On Suitcase 22x14x9 Airline Approved with Wide Handle,20 INCH Luggage Aluminum Frame Spinner Wheel No Zipper Suitcase (Black)",3.1,1351,50,0,123.25
298384,"B0914PDZH7","Genuine Tote Bag",4.9,321,300,0,92.94
297635,"B079SGB577","Luggage Atlantic Ultra Lite Hardside Expandable Spinner, Jade Black, Carry-on",4.6,1072,400,0,103.61
297350,"B09KRNX2QW","3 Piece Luggage Set Hardside With Spinner Wheels Clearance，20 24 28 Inch Suitcase With TSA Lock For Women Travel (red)",4.7,568,100,0,118.57
298583,"B0CB67L7QR","Garment Bags for Travel,Convertible Garment Bag with Shoulder Strap for Business,Shoe Compartment,Carry on Garment Duffel Bag for Men Women - 2 in 1 Hanging Suitcase Suit Travel Bag (Black-02)",4.1,3336,0,0,156.34
299444,"B09KS6RJ7R","PHG Roughtail 52l Duffle",1.4,3292,400,0,122.14
295300,"B0BPS6ZSZ9","Luggage PC ABS Hardside Lightweight Suitcase with 4 Universal Wheels TSA Lock Checked-Large 28 Inch Black",3.9,1249,300,0,134.55
296811,"B0C5VKRLY3","Large Duffel Bag Hand Luggage Carry-On Luggage Durable Luggage Ladies' all-Purpose Wheeled Light Luggage Hand-Held Trolley Bag 18-inch Check-In Suitcases",2.6,547,100,0,151.53
297303,"B0C1JLP8J5","Assembly Two Toned Hard-Sided Polycarbonate Luggage Trolley Bag, White Blue, Cabin 20 Inches, Luggage",1.8,1190,400,0,151.01
295218,"B0C6Q4C8FS","SLEEPING LAMB Heavy Duty Garment Bag for Travel, 43''Waterproof Suit Bag for Men Travel and Foldable Carry On Garment Bag for Hanging Clothes with Large Pocket in Business Trip, Black",1,1555,0,0,88.69
296075,"B00VFQTOGY","Lite-Shock Suitcase, 75 cm, 98.5 Liters, Sand",3,1191,200,0,99.59
296217,"B0CD7TB63N","Luggage Wheels Covers, 8 pcs Luggage Suitcase Wheels Covers for most 8-spinner Wheels Luggage Sets,luggage spinner Wheels Silicone case with Wear-resistant, Anti-noise(Black)",3.3,643,400,0,52.98
298581,"B0197VRCKS","Flat Cleantech Water Bladder",2.2,1073,200,0,114.49
296382,"B0BD868WT1","CIVERMEX Suit Bags for Men Travel, Garment Bags for Travel Suit Cover Garment Bags for Hanging Clothes, Multipurpose Hanging Storage Bags Clothes Cover and Suit Protector - Polyester 43 Inch Pack of 1",4.8,455,50,0,118.86
298802,"B07J2NGJSF","Suitcase, Multicoloured (Multicolour) - 401216900",3.5,2211,50,0,109.36
297290,"B0B4VB5YKB","Paris Hardside Luggage with Spinner Wheels, Charcoal, 3-Piece Set (20/24/28)",2.2,2551,50,0,126.36
298104,"B0C6XPGJ21","Luggage Covers for Suitcase TSA Approved,Elastic Washable Suitcase Cover Protector,Leopard print Luggage Cover Sleeve Wrap for 26/27/28 Inches Suitcase Travel Accessories",1.8,1174,200,0,130.23
298304,"B0CCXWLP53","2023 NEW Jacquard Embroidery Luxury Fashion Tote Bag with Zipper Cotton Linen Large Handbag Retro Exquisite Bag",2.6,118,300,0,76.76
298406,"B0BTKTS3WD","ccHuDE Polyester Luggage Cover Washable Suitcase Covers Travel Suitcase Protector Anti Scratch Luggage Proteccor Fits 22"" to 24"" Luggage",1.3,1291,200,0,99.57
299433,"B0BVNV4Z4M","Voyages Hardside Luggage with Spinner Wheels, Glossy Red, 29 Inch Trunk",2.1,642,200,0,42.59
298780,"B0BJJPKZZP","SHOWKOO Luggage Suitcase Replacement Wheels Rubber Swivel Caster Wheels Bearings Repair Accessories Right Front (013)",2.7,2230,50,0,106.87
298280,"B0CBMCB2WQ","Charms Compatible with Bogg Bags,Cute Decorative Charm Decorative Charm Insert Bag,Personalize Your Tote Bag with Decorative(Turtle)",3.9,822,0,0,93.57
298601,"B09XVG1G9Z","Universal Luggage Protector with Fastener 24 Inch, 2 Pack Portable Clear PVC Antistatic Waterproof Dust Cover for Suitcase, Transparent",2.3,1177,300,0,102.44
296149,"B0BYRCKKXF","2-Pcs Luggage Wheel Replacement,Suitcase Spinner Black Durable Mute Wheels Kit for DIY Repair,Spinner Wheels Plastic 360 Degree Rotation",2.6,758,300,0,107.81
299791,"B09F3637SQ","Scout Leader Gift Behind Every Great Scout is a Great Leader Tote Bag Troop Leader Gift",4,582,100,0,133.91
299331,"B07TPZ5DJX","Designer 24 Inch Luggage with Spinner Wheels for Women, Expandable Softside Medium Suitcase Lightweight Checked Bag",2.8,1008,300,0,82.33
299381,"B0BPSKMH17","Travel Suitcase Covers Brown Horse Print Baggage Case Cover Protector Fit 22-24 Inch Luggage",4.2,841,500,1,188.84
299613,"B0BWBTGFL1","Canvas Tote Bag Top-handle Purses for Women Contrast Color Crossbody Shoulder Bags Vintage Commuter Handbag",2.4,595,50,0,83.81
297386,"B0BS77CM6P","Suit Carrier Handmade from Full Grain Leather - Bourbon Brown",3.6,1595,200,0,114.17
295302,"B01MYZZIGB","Subterra Convertible Carry On 40L",3.8,626,50,0,119.6
296702,"B0B6LS7W74","Sky Max 2.0 Softside Expandable Luggage with Two Wheels, Black, Carry-on 21 Inch",3.3,1091,200,0,131.78
295941,"B09HV2VTWM","Luggage Suitcase with Spinner Wheels, 24'' Checked Travel Luggage Aluminum Frame PC Hardside with TSA Lock & Cover",3.3,202,50,0,111.92
295114,"B071NDRQZ7","Under The Seat Carry-on",4.2,4689,200,0,189.03
294872,"B074KV7M6N","Luggage 4 Piece Set Suitcase Expandable TSA lock spinner softshell",3.2,1671,400,0,94.37
298095,"B01NALJQM0","Tapestry Large Travel Duffle Bag Ladies Overnight Weekender Carryon Gym Sports Duffel bags for Women",4.2,1517,50,0,147.94
297094,"B0CHBTBFQV","Anti-Theft Boho Tote",4.5,187,0,0,75.91
299165,"B07ZFZMCCR","America Takno 21"" Carry-On Spinner Luggage (Black, 21"")",2.4,2642,0,0,152.12
296629,"B0CFXY7TX5","100 Piece 3.5g Bags, Size 5 * 3.5 Inches, Upright Bags",3.6,1644,200,0,108.86
297552,"B0CBSV3TL3","Large Beach Bag - Jute Canvas Summer Tote - Sun Hat Holder - Leather Straps",3.9,2436,0,0,97.14
297344,"B0BC3PLX2R","Large Tote Handbag Business Handbag Boutique Tote Bag Women Nylon",0.9,654,0,0,98.59
298160,"B0B2J4RK5C","Sonographer Gifts for Women Sonography Bag Ultrasound Gifts Sonography Tech Gifts Ultrasound Student Gifts (Tote Bag)",1.5,2817,300,0,110.49
297453,"B0CCB5XB92","Weekender Bag - Fits all models",4.5,1818,100,0,141.84
296545,"B082ST791T","Kids Travel Overnight Bag Seersucker Carry On Lightweight Weekender Duffel Bag for Boys and Girls (Pink) X-large",3.2,2357,100,0,112.14
299414,"B09JS1PWZQ","Travel Expandable Softshell Luggage Set 2 Piece Lightweight Softside Suitcase Nested Set Includes 20 Inch Carry On with USB Port and 28 Inch Checked Bag with 8-Wheel Rolling Spinner",2.5,154,100,0,39.76
299052,"B0BYSDBDXJ","Original Kids Ride-on and Carry-on Suitcase (England set) (England style set)",4.4,2310,100,0,153.47
298496,"B0C51QD4X7","4 Wheel Carry-On",2.2,3479,0,0,194.35
297439,"B08R14LDF9","EQ Garment Bag",2.7,587,300,0,134.39
295240,"B0BFBPDQVK","Scooter Suitcase, Foldable Scooter Luggage For Kids - Lightweight Kids Ride on Luggage Scooter with Wheels, LED Lights - Videogame Graphic Suitcase Scooter, Ride On Suitcase for Kids Ages 3+",2.6,3938,0,0,178.7
298827,"B0C62K6G51","The Tote Bag for Women, Cute Small Tote Bag Trendy Shining Leather Top Handle Crossbody Handbags",1.5,2225,100,0,111.51
298986,"B0BB55JG9F","Deluxe Fashion Travel Garment Bag, Zebra, 52-inch",2.2,2685,0,0,118.79
296119,"B0B3CFDWTW","Split Convertible Roller",4.7,1695,100,0,79.74
297409,"B00RXW8CVC","Kids Ride-On Suitcase & Toddler Carry-On Airplane Luggage: Bernard Bee Yellow",2.5,456,0,0,118.75
299523,"B0C3T6QW24","Travel Bag for Women,Large Lightweight Gym Tote with Zipper Dry Wet Separation Water Resistant Sandproof Beach Bag",4.6,2491,50,0,133.25
299058,"B0BLT6TL4L","Women's Casual Lightweight Tote, Forever Blue, One Size",3.9,906,50,0,72.69
299443,"B09RLYYLDD","One Size Fits Most Airlines Personal Item Bag Carry-on Bag 17x13x7",4,1788,50,0,84.51
297263,"B0C9LVDJY2","Renegade_Collection, Seafoam, 28-Inch Checked",3.5,1883,200,0,140.58
296211,"B0B9HSVB65","Summer Spots 30"" Softside Checked 8 Wheel Lightweight, Red",3,345,0,0,85.85
296622,"B0BJ827NKY","Santa Monica Hardside Spinner Wheel Luggage, Champagne, 19"", 24"", 28""",4.9,740,50,0,15.65
299553,"B0BZXRJF9V","Pure Pink Suitcase Cover - Waterproof Stretch Travel Luggage Cover, Simple Solid Color Luggage Covers Washable Luggage Protector Suitcase Cover Fits 22-25 Inch Luggage",4.3,1108,50,0,125.86
296122,"B0B5K2GRZN","Luggage Sets 3 Pieces Carry on Suitcase Hardshell Lightweight Travel with Double Spinner Wheels Locks TSA Approved (Green)",3.2,2497,50,0,98.1
296022,"B0BBR3GGW4","3 Pieces Clear PVC Suitcase Protector Waterproof Cover for Luggage TSA Approved Luggage , 24 Inches, 28 Inches, 30 Inches (Black Border)",4,2617,200,0,143.43
299164,"B0CBBMMJ4L","Crochet Mesh Beach Tote Bag, Knit Summer Vacation Aesthetic Travel Shoulder Handbag for Women",1.8,2430,300,0,115.08
295292,"B0B1J64PLX","16 Inch Softside Airline Approved Carry On Luggage Suitcases with Wheels,Travel Luggage Lightweight Square Suitcase with Lock TSA Rolling Luggage Bag with USB Port for Business Trip Men Women.",2.2,291,0,0,73.75
297811,"B07XDXDZGD","Cowhide Luggage Attendant, Flight Luggage Business Cabin Retro Suitcase Black 18""",3.7,1644,300,0,99.96
299764,"B09XN9W1XY","Star Wars Stormtrooper 22 Inch Rolling Luggage, Embossed Hardshell Carry On Suitcase with Wheels, White (FSML0011AZ3-100)",2.6,1924,0,0,61.74
299359,"B096MDS159","N //A 24 Inch Transparent Luggage Cover Protector Bag, PVC Clear Plastic Suitcase Cover Protector, Travel Luggage Sleeve Protector",1.9,3796,50,0,140.56
296245,"B0BVDNRSK5","Aluminum Frame & corner pad, PC+ABS, Durable Hardside Luggage with Double-Wheeled Spinners, 30 inch, Granz Navy, 5509-70-MAT-NV",3.8,572,100,0,44.17
299726,"B003PPCYOM","Jr",2.2,880,0,0,115.65
294925,"B0BXVWJ644","Omni 2 Hardside Expandable Luggage with Spinner Wheels, ICY Lilac, 2-Piece Set (20/28)",2.8,174,300,0,111.78
298115,"B08LFYFBJB","Find It Travel Bag Carry On, Black Diamond, FT07584",4,4373,0,0,153.57
295189,"B07D957YCD","Quilt Hardside Expandable Spinner Wheel Luggage, Black, 3-Piece Set (20/24/28)",3.6,129,50,0,79.82
299040,"B07BFLK7VX","Stripe Suitcase | Yellow | 36L | 100% Polycarbonate, TSA-Approved Lock, 360° Spinning Wheels",3.5,3142,50,0,102.36
295430,"B0BZVHCNWK","Myee 42"" Heavy Duty Garment Bags for Travel Hanging Clothes Suit Bag for Closet Storage, 4"" Gussetes with Pocket and Handles, Protector for Coat, Dress, Jacket, Shirts, 2 Packs",4,740,300,0,122.37
296451,"B0BPLWWGJM","Business travel bags,18 inch boarding case,Small trolley case,Universal wheel hand luggage,Suitable for short -distance travel (Black)",2.1,3479,300,0,158.67
297693,"B0C6T566GW","Large Clear Tote Bags Heavy-duty Shoulder Bag Transparent Handbag Travel Beach Work Gym Stadium Approved Bags",2.8,2352,300,0,102.69
297441,"B0CB4BY7G4","The Tote Bag for Women, Mesh Beach Tote Bag with Zipper Top Handle Crossbody Handbags for Summer Vacation",4.2,14,100,0,19.68
296959,"B09N8SKQGH","20in(for boarding) Luggage with Spinner Silent Wheel, Carry on Trolley Case Built-In PC+ABS & TSA lock, Small Suitcase for business trip, travel, school,Macaroon color-Yellow",1,194,100,0,72.27
297322,"B09XJKC1HH","Momentous 25"" Hardside Checked 8 Wheel Expandable Spinner, Tibet Lan",0.1,2387,200,0,115.22
296503,"B09VRSVHS3","Accuracy 28"" Softside Checked 8 Wheel Spinner, Grey Skin",4.5,1775,50,0,104.39
299702,"B078PDRR6V","Adventure Rip-Stop Upright Rolling Duffel Bag",1.6,1299,50,0,68.89
299750,"B0BBCMMZD7","6-PCS Replacement Rivets for Beach Bag Accessories,Rubber Handles Bag Repair Rivet, Standarded and Oversized XL Buckle Accessories for Women Pool Bag",4.9,1660,100,0,75.47
299398,"B00L1DDQO2","Dolphin Bag, Blue/White, One Size",4.3,1902,300,0,226.35
295222,"B0C13JYCY7","Airline Approved Carry on Luggage with Spinner Wheels,20 inch Aluminum Framed Suitcase,Built-In TSA lock,with USB Port & Cup Holder & Phone Holder Hard Case Luggage Travel Suitcase(White)",3.7,872,0,0,114.5
295428,"B0BB82B82R","B|Y Ulisse Expandable Spinner Suitcase - 28"" & 30"" Inch Travel Luggage with TSA-Approved Lock and Hardside Exterior - Multiple Color Options",4.1,2697,200,0,90.24
296276,"B0BS8D3VJZ","Suitcase Spinner Wheels Checked Luggage Hardshell Lightweight Rolling Suitcases PC with Cover & TSA Lock for Business Travel, 26inch, Rock Gray",4.1,1115,50,0,108.74
297062,"B0BT7S7ZKJ","Re:serve Check-In 26"" Spinner, Made from Recycled Materials, Grey",4.5,3277,300,0,104.68
297454,"B09NYN3WGM","Jodie Medium Carry All Travel Womens Tote",2.5,2966,100,0,144.65
295979,"B095CV9132","Lightweight Canvas Duffle Bags for Men & Women For Traveling, the Gym, and as Sports Equipment Bag/Organizer",1.4,1927,0,0,50.84
295968,"B000NZVZ3S","Status Roller 42L + - Black, One Size",2.6,316,100,0,102.89
298166,"B09DD3H6KW","2Pcs 360 Swivel Suitcase Caster Wheels with Screw Black Large Wear Resistant Wheel Outdoor Luggage Travel Suitcase Wheels Replacement for W187 Suitcase Repair, Xs2021082300018",4,2629,100,0,154.35
296894,"B077XMDJL5","Myra Bags 13.05 Received Upcycled Canvas Weekender Bag S-0775",4.8,1988,50,0,125.41
298411,"B07DWKFNBH","Comp Short Sleeve Batting Jacket",3.7,181,50,0,92.06
295286,"B075F7YY7T","Moonlight Hardside Expandable Luggage with Spinner Wheels, Marble, Carry-On 21-Inch",3.6,631,50,0,58.52
298408,"B0C8MGYXKB","Carry on Luggage Cover Protector Anti-Scratch Baggage Protective Cover Pink Butterfly Suitcase Cover Fit 18-21 Inch Luggage",2.6,2118,200,0,142.42
298771,"B09T9YB958","Puffer Tote Bag",3,1198,50,0,48.7
296598,"B0BQKH3XHV","Harbor 2pc Softside Spinner Luggage, Dark Charcoal, 2 Piece Set",4.7,756,0,0,134.96
299501,"B0BXX8SMFD","Suitcase Cover Luggage Covers Protective Protector Personalized luggage cover for Travel Suit case 26-28Inch Blue Sky",4.3,1530,100,0,101.79
299728,"B0C4BH4YV3","Julia Gash Family Equality Tote Bag",4.5,3365,300,0,133.11
297374,"B0B693RRSS","Bling Butterfly Luggage Cover Suitcase Protector Fits 18-32 Inch Travel Suitcase Cover Washable Dustproof Anti-Scratch",1.6,2263,100,0,102.33
295791,"B07QCP1JZ4","Clear Bag Stadium Approved,Stadium Security Travel & Gym Clear Tote Bags -12""x 6""x12""",2.6,1286,100,0,93.08
296381,"B0C6N98D8W","On the Go 4 Piece Travel Bundle, Includes 21"" Rolling Suitcase, Packable Large Tote, Medium & Small Pouches, Black Spirit Desert",4.7,1045,100,0,71.05
295641,"B073V916VJ","Jr. Kids' My First Hardside Spinner Luggage,Telescoping Handles, Dinosaur, Carry-On 19-Inch",2.4,519,0,0,80.75
299296,"B07TSTZSS6","Water Resistance Nylon Travel Work Tote Shoulder Bag with Multi Pocket Design",4.6,1087,400,0,181.05
296547,"B0BKYTPYQF","Teen Girl & Adult Tutu Garment Bag - 40 In. Pancake Dance Bag with 3 In. Gusset for Teen & Adult Tutu Skirts with Inner Strap & Hanger Loop to hold Shape of Tutu for Women.",3.1,1125,200,0,100.13
294855,"B07456MK3Y","Carry-On Softside 8-Wheeled Spinner Garment Bag Luggage, Black, 21-Inch",2.2,798,0,0,94.52
297144,"B0BX6QG799","Self-Charging Suitcase By 2 Kinetic Wheels with 5000mAh Removable Portable Charger, Durable Travel Hardside Carry On Luggage 22x14x9 Airline Approved with USB Port (Sharp Black)",4.1,1226,100,0,105.48
299075,"B0C3X81H6R","Unicorn Suitcase Covers for Girls Kids, Cute Magic Unicorn Flowers Floral on Black Luggage Cover Protector Durable Elastic Suitcase Protector Travel Accessories, Fit 25-28 Inch Luggage",4.4,227,200,0,118.01
295107,"B07MK2KDF1","Alpha Short Trip Expandable 4-Wheeled Packing Case - Roller Bag for Short Trips & Weekend Getaways - Carry-On Luggage with 4 Spinner Wheels - Travel Suitcase for Men & Women - Black",4.7,982,50,0,126.57
