"","id","age","female","performance","retreat","sales"
"538",538,43,0,61.96,TRUE,1779278.08426829
"539",539,48,1,88.35,FALSE,2154774.45557238
"540",540,45,1,81.67,FALSE,1983480.57945177
"541",541,37,1,50.72,TRUE,1610317.09812184
"542",542,55,0,82.86,FALSE,2089487.83450447
"543",543,52,0,95.2,FALSE,2248087.52880376
"544",544,36,1,66.22,TRUE,1886472.95717334
"545",545,48,0,93.49,FALSE,2283239.89303752
"546",546,54,0,93.84,FALSE,2226032.50170392
"547",547,47,0,73.84,TRUE,1871836.96153216
"548",548,51,1,74.1,TRUE,1931224.4652306
"549",549,53,1,75.8,TRUE,2054556.0026214
"550",550,44,1,69.16,TRUE,1902534.34319611
"551",551,40,1,85.81,FALSE,2183633.27666119
"552",552,39,1,72.86,TRUE,2000513.45435114
"553",553,46,0,83.66,FALSE,2053434.15725412
"554",554,36,0,76.45,TRUE,2032367.59463659
"555",555,48,1,91.14,FALSE,2190337.42508024
"556",556,45,0,77.3,TRUE,2007403.71973907
"557",557,44,0,73.19,TRUE,1918472.04641941
"558",558,50,0,86.18,FALSE,2180479.49704838
"559",559,38,1,74.4,TRUE,2071716.83772484
"560",560,46,0,85.49,FALSE,2110001.9172632
"561",561,39,0,85.43,FALSE,2047711.67016014
"562",562,46,1,78.85,TRUE,2091369.88432828
"563",563,31,0,64.61,TRUE,1785161.91001432
"564",564,51,0,78.86,TRUE,2186721.3217661
"565",565,48,0,71.4,TRUE,1776200.57548739
"566",566,45,0,51.51,TRUE,1577339.62015113
"567",567,56,1,80.18,FALSE,2036297.92774514
"568",568,44,1,77.09,TRUE,2111421.41806906
"569",569,51,0,64.11,TRUE,1770448.99354722
"570",570,51,1,92.15,FALSE,2237365.4905618
"571",571,54,1,63.3,TRUE,1855252.21335084
"572",572,58,0,83.95,FALSE,1987375.98669998
"573",573,54,0,91.04,FALSE,2247052.93496185
"574",574,48,1,95.86,FALSE,2216037.7504397
"575",575,36,1,86.35,FALSE,2251504.68167159
"576",576,43,0,91.35,FALSE,2175780.66940165
"577",577,45,0,91.43,FALSE,2212808.95694595
"578",578,55,0,91.74,FALSE,2164486.64647031
"579",579,39,1,63.27,TRUE,1833787.07093863
"580",580,53,1,88.38,FALSE,2118017.07699867
"581",581,47,0,84.99,FALSE,2002147.25207717
"582",582,49,0,82.13,FALSE,2100836.45379059
"583",583,44,1,71.41,TRUE,1881990.95576231
"584",584,56,1,81.18,FALSE,2118957.78264657
"585",585,39,0,55.72,TRUE,1645873.73392692
"586",586,48,0,80.3,FALSE,1876744.31410431
"587",587,50,1,97.75,FALSE,2359450.50465467
"588",588,47,1,76.96,TRUE,2084069.42587478
"589",589,47,1,96.33,FALSE,2250661.54637638
"590",590,38,0,52.48,TRUE,1623940.62636183
"591",591,40,0,86.75,FALSE,2062447.70493437
"592",592,49,1,90.82,FALSE,2270893.10941577
"593",593,43,0,84.73,FALSE,2095081.67802162
"594",594,53,0,62.26,TRUE,1701692.46816173
"595",595,60,1,70.06,TRUE,1923395.27679815
"596",596,46,1,89.35,FALSE,2111142.83957044
"597",597,39,1,75.35,TRUE,2095883.19988966
"598",598,49,1,62.65,TRUE,1806329.10352456
"599",599,47,1,34.06,TRUE,1431974.9794988
"600",600,49,0,72.67,TRUE,1918828.53909137
"601",601,51,0,86.17,FALSE,2110711.75824871
"602",602,46,1,80.47,FALSE,1898706.70257419
"603",603,45,0,56.27,TRUE,1703657.69542879
"604",604,38,1,52.69,TRUE,1675244.75336345
"605",605,40,1,65.48,TRUE,1853054.29557055
"606",606,39,1,78.92,TRUE,2127501.38816079
"607",607,49,0,91.91,FALSE,2322922.19327643
"608",608,47,0,81.37,FALSE,2025282.58854786
"609",609,51,0,84.12,FALSE,2159914.25647404
"610",610,43,1,68.43,TRUE,1940327.70937355
"611",611,47,1,59.76,TRUE,1789155.27873333
"612",612,40,0,91.29,FALSE,2323213.43128415
"613",613,42,1,82.71,FALSE,1969009.23009002
"614",614,36,1,72.45,TRUE,1880249.65926737
"615",615,41,0,81.57,FALSE,1966199.18937683
"616",616,54,1,91.69,FALSE,2225168.90631851
"617",617,58,0,99.15,FALSE,2230572.68901051
"618",618,53,0,75.66,TRUE,2111361.65249077
"619",619,40,0,75.83,TRUE,1963261.74022279
"620",620,32,0,29.23,TRUE,1374724.22708071
"621",621,41,0,97.04,FALSE,2258681.87608928
"622",622,54,1,85.67,FALSE,2161992.93271991
"623",623,47,1,54.19,TRUE,1629900.18116209
"624",624,50,1,68.1,TRUE,1791578.37352001
"625",625,45,0,72.82,TRUE,1934377.86574342
"626",626,46,0,85.12,FALSE,1978153.72781226
"627",627,57,0,71.19,TRUE,1949251.98604794
"628",628,43,1,79.37,TRUE,2131921.12212435
"629",629,45,1,72.98,TRUE,1918914.91747639
"630",630,49,0,84.54,FALSE,2102643.02993024
"631",631,31,0,39.73,TRUE,1487945.28611525
"632",632,51,1,81.47,FALSE,2006305.10594974
"633",633,41,0,80.49,FALSE,2000080.53565252
"634",634,40,0,81.21,FALSE,2047318.19206965
"635",635,36,0,80.41,FALSE,2082156.55347592
"636",636,46,1,73.3,TRUE,1967559.89601354
"637",637,46,0,67.21,TRUE,1853315.71717196
"638",638,45,1,59.83,TRUE,1881959.28237239
"639",639,53,0,79.9,TRUE,2043474.76845349
"640",640,44,1,88.86,FALSE,2207253.83413247
"641",641,48,1,93.55,FALSE,2182331.62814854
"642",642,47,1,74.38,TRUE,2019784.23800001
"643",643,52,1,74.18,TRUE,2043759.37181189
"644",644,47,0,73.06,TRUE,1852327.3387375
"645",645,60,1,77.01,TRUE,2042507.10033938
"646",646,54,1,73.18,TRUE,2176578.09146815
"647",647,42,0,73.38,TRUE,1957656.87663079
"648",648,48,1,86.81,FALSE,2037036.83335034
"649",649,41,0,66.9,TRUE,1850385.95624991
"650",650,39,1,90.59,FALSE,2186281.08388524
"651",651,49,1,93.79,FALSE,2264488.23808452
"652",652,46,1,77.43,TRUE,2156497.63115615
"653",653,51,0,90.68,FALSE,2184688.22044673
"654",654,46,1,62.37,TRUE,1702310.42545071
"655",655,49,1,77.86,TRUE,2168500.91346725
"656",656,45,0,86.98,FALSE,2157507.12956751
"657",657,52,1,77.21,TRUE,1916274.63058213
"658",658,32,0,36.85,TRUE,1471431.28019049
"659",659,57,0,77.27,TRUE,2081446.00058932
"660",660,59,1,80.88,FALSE,1931501.39118181
"661",661,45,0,67.39,TRUE,1853220.53376542
"662",662,40,0,49.68,TRUE,1659329.9964163
"663",663,43,1,90.01,FALSE,2166620.13834225
"664",664,46,0,78.49,TRUE,1983506.64000969
"665",665,39,0,48.19,TRUE,1565594.52460973
"666",666,46,1,68.12,TRUE,1957820.57587123
"667",667,59,1,78.56,TRUE,2097329.24431468
"668",668,50,1,92.54,FALSE,2225530.92957917
"669",669,32,0,80.07,FALSE,2056396.4104482
"670",670,51,0,78.51,TRUE,2047587.04968974
"671",671,46,0,76.7,TRUE,2067135.75496907
"672",672,31,0,30.27,TRUE,1425046.47662961
"673",673,54,0,82.9,FALSE,2186960.36378872
"674",674,47,1,94.65,FALSE,2311748.99236016
"675",675,49,0,64.48,TRUE,1791869.12768985
"676",676,42,0,77.24,TRUE,2020233.04892102
"677",677,48,1,78.84,TRUE,2161518.44959142
"678",678,47,0,60.96,TRUE,1815511.21758645
"679",679,57,1,99.56,FALSE,2350190.67908265
"680",680,49,1,84.21,FALSE,2073544.25979008
"681",681,57,0,77.97,TRUE,2099180.11298294
"682",682,37,1,61.74,TRUE,1725516.23630362
"683",683,43,0,79.79,TRUE,2063079.26180329
"684",684,50,0,89.7,FALSE,2141888.68989798
"685",685,46,0,67.41,TRUE,1806267.43283861
"686",686,48,0,74.82,TRUE,1987529.3338661
"687",687,53,0,73.04,TRUE,1990980.51881511
"688",688,37,1,45.68,TRUE,1540839.82208429
"689",689,46,1,84.05,FALSE,1988341.8297302
"690",690,59,1,92.07,FALSE,2164568.96706969
"691",691,41,1,92.34,FALSE,2214095.14722253
"692",692,67,0,89.9,FALSE,2077119.61882891
"693",693,47,1,93.24,FALSE,2255395.53950297
"694",694,45,1,76.11,TRUE,2035039.6409358
"695",695,50,0,77.02,TRUE,2042379.01913711
"696",696,51,1,57.12,TRUE,1618655.85379239
"697",697,50,1,90.7,FALSE,2203821.46582306
"698",698,45,1,79.13,TRUE,2106232.8800088
"699",699,41,0,62.74,TRUE,1859431.97066505
"700",700,42,1,81.29,FALSE,2090201.86564993
"701",701,45,1,56.9,TRUE,1717107.44275694
"702",702,41,1,59.4,TRUE,1836801.29856473
"703",703,49,1,85.28,FALSE,2106815.73831114
"704",704,43,1,87.05,FALSE,2116228.39824088
"705",705,43,1,78.64,TRUE,1960861.7253644
"706",706,35,1,75.07,TRUE,2207865.7642933
"707",707,47,1,76.21,TRUE,2160574.18703489
"708",708,56,1,84.41,FALSE,2142729.50489242
"709",709,54,0,88.86,FALSE,2178183.54552037
"710",710,57,0,91.02,FALSE,2193569.03177354
"711",711,52,0,53.19,TRUE,1656406.74599343
"712",712,57,1,89.5,FALSE,2177980.37706334
"713",713,44,0,37.36,TRUE,1485503.91386045
"714",714,54,0,77.72,TRUE,2012740.42011247
"715",715,48,1,84.01,FALSE,2043274.5250993
"716",716,49,1,90.46,FALSE,2206982.96886298
"717",717,44,1,75.54,TRUE,1955258.25327803
"718",718,38,0,79.32,TRUE,2246104.76804419
"719",719,33,0,72.11,TRUE,1863933.1071077
"720",720,41,1,84.9,FALSE,2090555.46589513
"721",721,46,1,61.13,TRUE,1724843.64258218
"722",722,48,1,58.86,TRUE,1724282.19780268
"723",723,35,1,48.25,TRUE,1589491.92444065
"724",724,53,1,71.25,TRUE,1967852.81866677
"725",725,43,1,84.51,FALSE,1883914.00282259
"726",726,52,0,76.62,TRUE,1874665.3303356
"727",727,53,1,94.99,FALSE,2227940.1478133
"728",728,49,1,72.65,TRUE,1903055.76265533
"729",729,46,0,82.36,FALSE,2027328.54820297
"730",730,44,0,66.64,TRUE,1908339.76274491
"731",731,47,1,79.91,TRUE,2152405.70017181
"732",732,53,1,93.19,FALSE,2256880.52646304
"733",733,33,1,74.49,TRUE,1980044.65515102
"734",734,44,1,92.96,FALSE,2264865.13310816
"735",735,32,1,53.69,TRUE,1695126.36979151
"736",736,59,0,96.2,FALSE,2320765.8192252
"737",737,45,1,77.77,TRUE,2187139.95163363
"738",738,55,1,65.41,TRUE,1722703.23983993
"739",739,51,1,94.25,FALSE,2199299.00090078
"740",740,48,1,88.39,FALSE,2225722.74413832
"741",741,52,0,83.54,FALSE,2048095.41960728
"742",742,46,1,71.97,TRUE,1861102.15228205
"743",743,62,0,81.01,FALSE,1919889.05861529
"744",744,42,1,90.02,FALSE,2202628.10354457
"745",745,36,1,66.56,TRUE,1973402.75832256
"746",746,56,1,83.8,FALSE,2086447.04286244
"747",747,42,0,64.23,TRUE,1821157.2308461
"748",748,40,1,83.52,FALSE,2070856.66512933
"749",749,48,1,89.19,FALSE,2194778.13398975
"750",750,55,1,76.93,TRUE,1969555.02065745
"751",751,52,0,60.59,TRUE,1751589.32962761
"752",752,34,0,70.31,TRUE,1833756.2006212
"753",753,50,1,76.29,TRUE,2031476.21195093
"754",754,46,1,96.81,FALSE,2247507.19249146
"755",755,49,0,75.94,TRUE,2002799.90726787
"756",756,40,0,88.15,FALSE,2193710.33948762
"757",757,49,1,78.8,TRUE,2210052.83479621
"758",758,44,0,69.9,TRUE,2019848.15138539
"759",759,58,1,94.24,FALSE,2285638.08560385
"760",760,43,0,58.77,TRUE,1658263.40879734
"761",761,51,1,70.21,TRUE,1898577.15039934
"762",762,38,1,51.03,TRUE,1626211.34393089
"763",763,55,1,83.99,FALSE,2078100.24763913
"764",764,52,0,83.31,FALSE,1936974.48530003
"765",765,44,1,89.6,FALSE,2115560.29027511
"766",766,43,0,81.39,FALSE,2102733.53140649
"767",767,46,0,52.29,TRUE,1563018.79636245
"768",768,40,1,52.76,TRUE,1630193.66740457
"769",769,49,1,96.21,FALSE,2322735.08685628
"770",770,53,1,55.86,TRUE,1600002.58150408
"771",771,42,0,49.49,TRUE,1654509.74708918
"772",772,41,0,61.43,TRUE,1802720.92968024
"773",773,36,1,88.04,FALSE,2165924.26928864
"774",774,27,0,48.61,TRUE,1636332.92473325
"775",775,36,1,58.44,TRUE,1701288.58049375
"776",776,40,0,60.24,TRUE,1756968.33102264
"777",777,44,0,81.69,FALSE,1951402.98362304
"778",778,37,1,55.18,TRUE,1702329.31278639
"779",779,53,1,73.02,TRUE,2049868.3456927
"780",780,51,1,76.45,TRUE,2096598.58225835
"781",781,37,1,34.6,TRUE,1470351.96970692
"782",782,33,1,57.68,TRUE,1755966.49818359
"783",783,50,1,82.38,FALSE,1934765.7433207
"784",784,52,1,94.01,FALSE,2191187.6737009
"785",785,42,0,62.17,TRUE,1752190.20123823
"786",786,45,1,82.62,FALSE,2005318.91790455
"787",787,25,0,53.56,TRUE,1653691.49247118
"788",788,50,1,65.17,TRUE,1760274.48603697
"789",789,42,1,74.77,TRUE,2063450.63620219
"790",790,28,1,76.76,TRUE,1968186.08321241
"791",791,52,1,81.38,FALSE,2054671.07825562
"792",792,46,0,71.22,TRUE,1845538.03431642
"793",793,61,1,90.75,FALSE,2274256.32277371
"794",794,43,0,59.97,TRUE,1735332.48282038
"795",795,55,1,81.89,FALSE,1963376.59263874
"796",796,49,1,86.71,FALSE,2074186.64811727
"797",797,47,1,80.83,FALSE,2041896.29437195
"798",798,59,1,95.8,FALSE,2231582.43999364
"799",799,50,1,81.19,FALSE,1964261.36656549
"800",800,52,0,73.12,TRUE,1934559.9072241
"801",801,42,1,83.98,FALSE,2080431.80077256
"802",802,52,1,82.15,FALSE,2034495.2180191
"803",803,42,1,67.19,TRUE,1852662.30967335
"804",804,44,1,70.73,TRUE,1927397.39673452
"805",805,49,1,85.82,FALSE,2202281.31356422
"806",806,54,0,62.71,TRUE,1813661.90485895
"807",807,46,1,71.63,TRUE,1945993.98538146
"808",808,41,0,59.61,TRUE,1693810.03380059
"809",809,60,0,92.75,FALSE,2166037.68478367
"810",810,45,1,78.65,TRUE,2109084.14668626
"811",811,45,0,83.86,FALSE,2114131.97831546
"812",812,49,0,89.99,FALSE,2231197.9376078
"813",813,35,0,57.28,TRUE,1782996.73508557
"814",814,45,0,65.23,TRUE,1696820.46446287
"815",815,58,1,91.86,FALSE,2181227.14667598
"816",816,54,0,93.25,FALSE,2194873.72255205
"817",817,52,1,95.63,FALSE,2285280.5083943
"818",818,50,0,73.21,TRUE,1950808.76797872
"819",819,37,1,91.07,FALSE,2131389.74620629
"820",820,46,1,81.63,FALSE,1961587.90868426
"821",821,52,1,81.19,FALSE,1888248.13251557
"822",822,48,0,68.54,TRUE,1947616.59700981
"823",823,47,0,90.91,FALSE,2196755.74867873
"824",824,51,1,76.95,TRUE,2109024.2409581
"825",825,43,0,86.74,FALSE,2155823.58343805
"826",826,45,1,70.98,TRUE,2018457.45840718
"827",827,57,1,87.97,FALSE,2159734.0994662
"828",828,42,0,74.64,TRUE,2193088.04437935
"829",829,48,0,61.79,TRUE,1784675.00935833
"830",830,57,0,89.59,FALSE,2212094.73136979
"831",831,47,0,78.96,TRUE,2136519.19343565
"832",832,42,1,68.06,TRUE,1910773.4017923
"833",833,43,1,76.84,TRUE,2036784.23613323
"834",834,43,1,96.89,FALSE,2213335.53530871
"835",835,42,0,57.71,TRUE,1732851.51223533
"836",836,43,1,74.92,TRUE,2027413.11007505
"837",837,52,1,77.01,TRUE,2009838.02890805
"838",838,49,1,66.3,TRUE,1870477.8319831
"839",839,45,1,79.08,TRUE,2006577.39870214
"840",840,47,1,89.54,FALSE,2176691.68317187
"841",841,49,1,85.59,FALSE,2151634.32069666
"842",842,52,1,74.12,TRUE,1983598.95685093
"843",843,45,0,71.45,TRUE,2035300.41588786
"844",844,55,1,89.43,FALSE,2098377.35331347
"845",845,45,1,82.55,FALSE,2023485.07389648
"846",846,54,0,87.75,FALSE,2151404.04201576
"847",847,48,1,92.05,FALSE,2185669.98110871
"848",848,58,1,85.82,FALSE,2143492.77570669
"849",849,40,1,72.31,TRUE,1869170.43135637
"850",850,37,1,69.42,TRUE,1887411.30206649
"851",851,42,1,62.15,TRUE,1737460.59835535
"852",852,43,0,70.87,TRUE,1876280.68393425
"853",853,43,1,72.14,TRUE,1970439.68935106
"854",854,39,0,52,TRUE,1569859.37425339
"855",855,55,0,78.19,TRUE,2223555.39659363
"856",856,51,1,70.03,TRUE,1987096.82324432
"857",857,45,1,88.53,FALSE,2032676.04739981
"858",858,49,1,96.11,FALSE,2294636.90185258
"859",859,54,1,79.05,TRUE,2116722.10318039
"860",860,41,1,63.15,TRUE,1657028.4957298
"861",861,40,0,64.81,TRUE,1790039.7294876
"862",862,52,1,57.58,TRUE,1696491.05640872
"863",863,52,1,82.66,FALSE,2159098.20576578
"864",864,53,0,91.68,FALSE,2241767.01447192
"865",865,46,1,69.02,TRUE,1970271.59934074
"866",866,50,1,94.39,FALSE,2271922.57341809
"867",867,27,0,60.96,TRUE,1718254.68033036
"868",868,54,1,59.16,TRUE,1787107.14798526
"869",869,37,1,52.45,TRUE,1637424.26324693
"870",870,47,1,79.18,TRUE,2224691.84216673
"871",871,44,0,85.82,FALSE,2161960.69902496
"872",872,42,1,65.7,TRUE,1866937.19115922
"873",873,43,1,31.91,TRUE,1427297.12171418
"874",874,50,1,91.63,FALSE,2191492.4290412
"875",875,48,1,82.54,FALSE,2036277.87915295
"876",876,42,0,72.32,TRUE,1948286.83713829
"877",877,46,0,73.92,TRUE,1985047.07303275
"878",878,61,0,82.65,FALSE,2210634.41033829
"879",879,47,0,98.36,FALSE,2344743.51742645
"880",880,51,1,80.07,FALSE,2041670.99182243
"881",881,52,0,91.46,FALSE,2166830.35025583
"882",882,45,0,74.56,TRUE,2076315.50071671
"883",883,52,0,87.84,FALSE,1975907.67963505
"884",884,49,1,77.34,TRUE,1984187.54270542
"885",885,56,1,86.68,FALSE,2128512.70441533
"886",886,46,0,82.1,FALSE,1934592.93818647
"887",887,54,1,81.64,FALSE,1985289.88821065
"888",888,36,0,40.02,TRUE,1511107.60188594
"889",889,43,1,58.8,TRUE,1739189.62683797
"890",890,54,1,79.31,TRUE,2066019.54480371
"891",891,52,1,91.87,FALSE,2208684.61331143
"892",892,48,1,49.14,TRUE,1654980.81945988
"893",893,55,1,93.63,FALSE,2266710.6757965
"894",894,64,1,91.46,FALSE,2203280.34277807
"895",895,51,1,87.11,FALSE,2181546.72794054
"896",896,50,0,89.35,FALSE,2246939.36588604
"897",897,51,1,88.6,FALSE,2157382.17984552
"898",898,43,0,41.4,TRUE,1464148.47058684
"899",899,39,0,77.14,TRUE,1968257.03977291
"900",900,45,1,86.36,FALSE,2156420.1919058
"901",901,45,0,60,TRUE,1694397.66739958
"902",902,50,0,71.26,TRUE,1891927.34012867
"903",903,53,1,91.81,FALSE,2263408.22031906
"904",904,39,1,84.31,FALSE,1997836.92415806
"905",905,45,1,63.56,TRUE,1790441.98498888
"906",906,36,1,55.41,TRUE,1718928.10233907
"907",907,55,1,75.44,TRUE,2049324.88435707
"908",908,48,1,95.61,FALSE,2176332.54723084
"909",909,63,0,86.55,FALSE,2102341.34884139
"910",910,44,0,79.03,TRUE,2028955.85230481
"911",911,47,0,64.63,TRUE,1848270.75754792
"912",912,43,1,74.05,TRUE,2061602.44992112
"913",913,55,0,74.07,TRUE,2011453.61133482
"914",914,39,0,67.07,TRUE,1857216.23940922
"915",915,36,1,80.1,FALSE,2035795.06122615
"916",916,41,1,82.41,FALSE,2111658.31715618
"917",917,42,1,73.34,TRUE,2028840.05304098
"918",918,47,1,87.55,FALSE,2203212.69590086
"919",919,58,0,80.22,FALSE,1903538.45141908
"920",920,56,0,83.86,FALSE,2106589.57695944
"921",921,46,1,88.25,FALSE,2227886.43833628
"922",922,39,0,52.54,TRUE,1563035.84449357
"923",923,54,0,92.32,FALSE,2338497.77427135
"924",924,46,1,83,FALSE,1997349.75498579
"925",925,50,0,68.77,TRUE,1818567.39438682
"926",926,42,1,77.18,TRUE,2069143.59631509
"927",927,36,0,70.12,TRUE,1783019.65066379
"928",928,49,1,92.65,FALSE,2222923.20717364
"929",929,49,1,82.43,FALSE,2166426.74933638
"930",930,46,1,95.48,FALSE,2270213.51604225
"931",931,42,1,87.89,FALSE,2222349.24431252
"932",932,41,0,45.95,TRUE,1554358.14903377
"933",933,44,1,70.08,TRUE,1912613.0911625
"934",934,42,1,73.54,TRUE,1962747.10578959
"935",935,51,1,88.93,FALSE,2173273.1264883
"936",936,48,1,84.25,FALSE,2141711.61090292
"937",937,54,0,89.82,FALSE,2167565.72250648
"938",938,44,1,74.17,TRUE,1945332.32836092
"939",939,39,1,57.46,TRUE,1701281.97449469
"940",940,46,1,69.07,TRUE,1878072.10090375
"941",941,50,0,85.08,FALSE,2163941.69122536
"942",942,44,1,63.08,TRUE,1739160.55059715
"943",943,49,0,67.06,TRUE,1920816.5873903
"944",944,46,1,55.25,TRUE,1629326.1498156
"945",945,57,1,82.59,FALSE,2178538.96869677
"946",946,46,1,91.43,FALSE,2182888.21500707
"947",947,46,1,76.75,TRUE,2139719.42037695
"948",948,42,0,68.99,TRUE,1842744.97213053
"949",949,44,1,76.48,TRUE,2094212.86909345
"950",950,41,1,66.14,TRUE,1878502.48774323
"951",951,53,0,76.73,TRUE,2056118.11863487
"952",952,44,0,79.31,TRUE,2202234.07973181
"953",953,40,1,77.52,TRUE,2083777.16143874
"954",954,54,1,75.6,TRUE,2066035.45128704
"955",955,49,0,72.99,TRUE,1962177.26827162
"956",956,49,1,84.37,FALSE,2051375.09347579
"957",957,42,1,73.63,TRUE,2175735.91838071
"958",958,51,1,86.1,FALSE,2155240.51470078
"959",959,45,1,90.63,FALSE,2300803.38271783
"960",960,43,0,56.36,TRUE,1682385.43405982
"961",961,46,0,60.4,TRUE,1755781.45695488
"962",962,57,1,84.41,FALSE,2194982.53609209
"963",963,40,0,41.88,TRUE,1452560.6128698
"964",964,31,1,78.64,TRUE,2101060.69807331
"965",965,49,0,80.16,FALSE,1878535.69300349
"966",966,45,1,89.15,FALSE,2149978.25944588
"967",967,46,1,75.65,TRUE,2095378.38357399
"968",968,50,1,77.68,TRUE,2150414.27443719
"969",969,46,1,73.89,TRUE,2220148.75156447
"970",970,44,0,65.71,TRUE,1847350.53081851
"971",971,49,0,53.41,TRUE,1633093.54358278
"972",972,44,1,68.44,TRUE,1843564.50645614
"973",973,46,0,50.83,TRUE,1637296.63812631
"974",974,47,0,48.58,TRUE,1603077.64007804
"975",975,47,1,81.41,FALSE,2000707.32951087
"976",976,42,1,62.65,TRUE,1785438.28783521
"977",977,42,1,90.86,FALSE,2254543.23925575
"978",978,45,1,89.23,FALSE,2217109.08208604
"979",979,53,1,69.63,TRUE,1926290.08403106
"980",980,46,1,82.6,FALSE,1946278.85408835
"981",981,44,1,95.64,FALSE,2315780.97987049
"982",982,41,1,53.43,TRUE,1621492.17507127
"983",983,37,1,87.88,FALSE,2188140.98613657
"984",984,49,1,67.1,TRUE,1865749.25626025
"985",985,37,0,66.49,TRUE,1824622.79964461
"986",986,36,1,33.42,TRUE,1444127.24735618
"987",987,46,1,71.28,TRUE,1937945.34205537
"988",988,44,1,60.16,TRUE,1677527.06626367
"989",989,45,0,82.07,FALSE,2080757.16642246
"990",990,42,1,95.17,FALSE,2166961.80424398
"991",991,51,1,72.39,TRUE,2067253.83672228
"992",992,46,1,93.39,FALSE,2241999.98519906
"993",993,45,0,76.31,TRUE,2022195.31149275
"994",994,47,0,73.26,TRUE,2064299.04727992
"995",995,44,1,81.2,FALSE,1925803.13634609
"996",996,34,1,36.76,TRUE,1498649.15713341
"997",997,36,1,31.71,TRUE,1432393.9146732
"998",998,51,0,89.3,FALSE,2259363.31893163
"999",999,48,0,57.62,TRUE,1609876.81143142
"1000",1000,46,1,81.61,FALSE,2009790.06171214
"1001",1001,51,0,89.47,FALSE,2074953.96542029
"1002",1002,35,1,75.53,TRUE,1995930.98570245
"1003",1003,42,0,56.72,TRUE,1706516.31196794
"1004",1004,42,0,49.47,TRUE,1549341.60683484
"1005",1005,57,0,86.1,FALSE,2209394.55053765
"1006",1006,44,0,72.45,TRUE,1987175.39327614
"1007",1007,31,1,45.11,TRUE,1479267.17857466
"1008",1008,43,1,94.71,FALSE,2234902.94319463
"1009",1009,43,1,81.06,FALSE,2009575.80594614
"1010",1010,48,1,85.18,FALSE,2061225.43617102
"1011",1011,56,1,80.61,FALSE,2098572.31998186
"1012",1012,43,0,59.55,TRUE,1767896.97630537
"1013",1013,54,0,72.47,TRUE,2006285.75113609
"1014",1014,44,1,76.54,TRUE,2000551.43833449
"1015",1015,48,0,78.81,TRUE,2083071.44901889
"1016",1016,46,0,90.48,FALSE,2276099.62114124
"1017",1017,48,0,70.14,TRUE,1927126.14444266
"1018",1018,41,1,49.94,TRUE,1572397.9475902
"1019",1019,41,1,48.69,TRUE,1523252.15107932
"1020",1020,45,1,66.38,TRUE,1857823.36747652
"1021",1021,50,1,91.27,FALSE,2201134.6063755
"1022",1022,43,1,87.64,FALSE,2173594.96823793
"1023",1023,51,0,86.42,FALSE,2223074.26760298
"1024",1024,40,1,93.68,FALSE,2292727.21295351
"1025",1025,46,1,74.43,TRUE,2016430.39766731
"1026",1026,45,1,43.52,TRUE,1544937.75203656
"1027",1027,52,1,98.65,FALSE,2209731.1503631
"1028",1028,46,0,57.65,TRUE,1874694.225877
"1029",1029,51,0,78.82,TRUE,2116709.61201847
"1030",1030,49,1,87.02,FALSE,2155809.04607489
"1031",1031,45,0,57.32,TRUE,1707595.54279589
"1032",1032,43,0,73.33,TRUE,1951103.90376732
"1033",1033,52,0,88.78,FALSE,2183184.66854677
"1034",1034,43,1,86.22,FALSE,2177926.50160885
"1035",1035,54,0,94.92,FALSE,2186748.92114073
"1036",1036,36,0,21.07,TRUE,1357858.73419605
"1037",1037,38,0,78.01,TRUE,2091775.36886456
"1038",1038,47,1,86.84,FALSE,2107734.30498397
"1039",1039,56,1,82.42,FALSE,1999280.77963982
"1040",1040,50,0,84.14,FALSE,2057164.25892106
"1041",1041,38,1,93.36,FALSE,2215495.20904236
"1042",1042,54,0,94.36,FALSE,2288084.40922281
"1043",1043,51,0,62.14,TRUE,1724259.54598063
"1044",1044,47,0,66.8,TRUE,1879665.4873695
"1045",1045,45,1,72.35,TRUE,1868742.63366647
"1046",1046,42,1,89.99,FALSE,2160445.38155455
"1047",1047,53,0,85.5,FALSE,1994050.34269953
"1048",1048,47,0,89.67,FALSE,2203601.86770883
"1049",1049,57,1,78.19,TRUE,2050380.25430875
"1050",1050,53,0,72.31,TRUE,2167571.91620718
"1051",1051,38,0,61.82,TRUE,1742537.42447702
"1052",1052,44,1,63.67,TRUE,1825477.73186456
"1053",1053,35,1,61.95,TRUE,1795030.84692653
"1054",1054,36,0,42.42,TRUE,1518316.97631716
"1055",1055,47,0,47.57,TRUE,1600827.03364962
"1056",1056,43,0,84.69,FALSE,2029886.66132623
"1057",1057,38,0,57.84,TRUE,1654448.76457402
"1058",1058,46,0,65.51,TRUE,1863755.73904576
"1059",1059,36,1,72.87,TRUE,1931404.38419813
"1060",1060,50,1,88.59,FALSE,2187319.69656872
"1061",1061,43,0,62.19,TRUE,1739587.979855
"1062",1062,41,0,73.97,TRUE,1866426.5476493
"1063",1063,49,1,81.28,FALSE,1928755.73596959
"1064",1064,51,1,52.94,TRUE,1640396.45944946
"1065",1065,44,1,50.84,TRUE,1676063.10942602
"1066",1066,47,1,54.38,TRUE,1703660.11229198
"1067",1067,48,0,88.53,FALSE,2195767.28549472
"1068",1068,36,0,52.5,TRUE,1569402.79600313
"1069",1069,45,0,86.73,FALSE,2215573.01590706
