"locality_identifier","household_identifier","treatment_locality","promotion_locality","enrolled","enrolled_rp","poverty_index","round","health_expenditures","age_hh","age_sp","educ_hh","educ_sp","female_hh","indigenous","hhsize","dirtfloor","bathroom","land","hospital_distance","hospital"
37,7185,0,0,0,0,48.686245,1,15.262067,31,27,2,3,0,0,7,0,0,3,34.3299162306656,0
37,7185,0,0,0,0,48.686245,0,13.767834,30,26,2,3,0,0,7,0,0,3,34.3299162306656,0
37,7186,0,0,0,0,45.672333,0,11.183205,31,30,3,5,0,0,7,1,0,1,34.3299162306656,0
37,7186,0,0,0,0,45.672333,1,19.632034,32,30,3,5,0,0,7,1,0,1,34.3299162306656,0
37,7187,0,0,0,0,56.22102,0,7.1082706,45,49,0,0,0,0,11,0,0,5,34.3299162306656,0
37,7187,0,0,0,0,56.22102,1,19.638948,46,50,0,0,0,0,11,0,0,5,34.3299162306656,0
37,7188,0,0,0,0,37.635239,0,10.964868,37,28,1,0,0,1,6,1,0,1,104.29006269286,0
37,7188,0,0,0,0,37.635239,1,20.538641,38,28,1,0,0,1,6,1,0,1,104.29006269286,0
37,7189,0,0,0,0,49.856262,1,13.005002,68,41,0,2,1,1,4,1,0,0,104.29006269286,0
37,7189,0,0,0,0,49.856262,0,17.952303,67,41,0,2,1,1,4,1,0,0,104.29006269286,0
37,7190,0,0,0,0,39.655334,1,9.7324924,53,40,0,0,0,1,6,1,1,3,104.29006269286,0
37,7190,0,0,0,0,39.655334,0,12.231628,52,39,0,0,0,1,6,1,1,3,104.29006269286,1
37,7191,0,0,0,0,48.493046,0,14.203511,16,41,2,2,0,1,5,1,0,0,104.29006269286,0
37,7191,0,0,0,0,48.493046,1,16.953682,17,41,2,2,0,1,5,1,0,0,104.29006269286,1
37,7192,0,0,0,0,43.122101,0,18.3305,75,41,0,2,1,1,4,1,1,0,104.29006269286,0
37,7192,0,0,0,0,43.122101,1,15.758661,76,41,0,2,1,1,4,1,1,0,104.29006269286,0
37,7193,0,0,0,0,41.499226,1,12.68916,30,31,8,3,0,1,6,1,1,1,104.29006269286,1
37,7193,0,0,0,0,41.499226,0,10.706324,29,30,8,3,0,1,6,1,1,1,104.29006269286,0
37,7194,0,0,0,0,45.054096,1,17.242252,41,30,3,0,0,1,6,1,1,0,104.29006269286,0
37,7194,0,0,0,0,45.054096,0,11.401712,40,29,3,0,0,1,6,1,1,0,104.29006269286,0
37,7195,0,0,0,0,48.647606,0,12.124264,34,31,0,0,0,1,5,1,1,0,104.29006269286,0
37,7195,0,0,0,0,48.647606,1,21.240107,35,32,0,0,0,1,5,1,1,0,104.29006269286,0
37,7196,0,0,0,0,48.222565,1,16.240742,29,26,2,6,0,1,3,1,0,0,104.29006269286,0
37,7196,0,0,0,0,48.222565,0,15.847692,28,24,2,6,0,1,3,1,0,0,104.29006269286,0
37,7198,0,0,0,0,45.363216,1,28.503019,24,41,4,2,1,1,6,1,1,0,104.29006269286,0
37,7198,0,0,0,0,45.363216,0,12.393027,23,41,4,2,1,1,6,1,1,0,104.29006269286,0
37,7200,0,0,0,0,47.965221,0,14.708824,36,41,0,2,1,1,5,1,1,0,104.29006269286,0
37,7200,0,0,0,0,47.965221,1,19.826002,37,41,0,2,1,1,5,1,1,0,104.29006269286,0
37,7201,0,0,0,0,43.199383,0,12.762282,26,22,0,6,0,1,4,1,1,0,104.29006269286,0
37,7201,0,0,0,0,43.199383,1,20.779362,27,23,0,6,0,1,4,1,1,0,104.29006269286,0
37,7203,0,0,0,0,31.684698,1,11.420252,79,31,0,0,0,1,8,1,0,0,104.29006269286,0
37,7203,0,0,0,0,31.684698,0,7.3038168,78,30,0,0,0,1,8,1,0,0,104.29006269286,0
37,7204,0,0,0,0,44.822258,1,14.252782,24,28,2,4,0,1,6,1,1,1,104.29006269286,0
37,7204,0,0,0,0,44.822258,0,9.8303232,23,26,2,4,0,1,6,1,1,1,104.29006269286,0
37,7205,0,0,0,0,43.199383,0,13.090329,26,26,0,6,0,1,4,1,1,0,104.29006269286,0
37,7205,0,0,0,0,43.199383,1,24.425659,27,27,0,6,0,1,4,1,1,0,104.29006269286,0
37,7206,0,0,0,0,52.859352,1,12.923146,32,26,6,2,0,1,7,1,0,3,104.29006269286,0
37,7206,0,0,0,0,52.859352,0,8.5535831,31,25,6,2,0,1,7,1,0,3,104.29006269286,0
37,7208,0,0,0,0,54.443584,1,28.47694,81,61,0,0,0,1,3,1,0,1,104.29006269286,0
37,7208,0,0,0,0,54.443584,0,18.40218,80,60,0,0,0,1,3,1,0,1,104.29006269286,0
37,7209,0,0,0,0,48.995361,1,19.870438,16,16,6,6,0,1,2,1,0,1,104.29006269286,0
37,7209,0,0,0,0,48.995361,0,15.763728,15,15,2,6,0,1,2,1,0,1,104.29006269286,1
37,7210,0,0,0,0,52.163834,1,26.739384,25,22,0,0,0,1,4,1,1,1,104.29006269286,0
37,7210,0,0,0,0,52.163834,0,12.628831,24,21,0,0,0,1,4,1,1,1,104.29006269286,0
37,7211,0,0,0,0,51.545593,0,15.063272,37,35,0,0,0,1,4,1,0,4,104.29006269286,0
37,7211,0,0,0,0,51.545593,1,25.658009,38,36,0,0,0,1,4,1,0,4,104.29006269286,0
37,7212,0,0,0,0,43.145287,1,20.264555,39,36,3,3,0,1,5,0,1,0,104.29006269286,0
37,7212,0,0,0,0,43.145287,0,16.270651,38,35,3,3,0,1,5,0,1,0,104.29006269286,0
37,7213,0,0,0,0,57.187016,1,22.252878,41,29,2,0,0,1,4,1,1,4,104.29006269286,0
37,7213,0,0,0,0,57.187016,0,16.170982,40,28,2,0,0,1,4,1,1,4,104.29006269286,0
37,7214,0,0,0,0,53.709427,1,22.165218,71,52,3,0,0,1,2,1,1,0,104.29006269286,0
37,7214,0,0,0,0,53.709427,0,21.656357,70,51,3,0,0,1,2,1,1,0,104.29006269286,0
37,7215,0,0,0,0,39.721794,1,30.576973,46,41,0,0,0,1,7,1,1,4,104.29006269286,0
37,7215,0,0,0,0,39.721794,0,10.013693,45,40,0,0,0,1,7,1,1,4,104.29006269286,0
37,7216,0,0,0,0,41.344669,1,14.108951,34,28,4,6,0,1,8,1,1,2,104.29006269286,0
37,7216,0,0,0,0,41.344669,0,6.9722133,33,27,4,6,0,1,8,1,1,2,104.29006269286,0
37,7217,0,0,0,0,44.137558,0,11.376038,45,45,6,2,0,0,8,1,1,2,104.29006269286,0
37,7217,0,0,0,0,44.137558,1,17.51631,46,46,6,2,0,0,8,1,1,2,104.29006269286,0
37,7218,0,0,0,0,47.295208,1,20.254211,46,37,0,0,0,1,6,1,1,0,104.29006269286,0
37,7218,0,0,0,0,47.295208,0,11.164861,45,36,0,0,0,1,6,1,1,0,104.29006269286,0
37,7219,0,0,0,0,41.808346,1,34.16106,42,26,0,4,0,1,5,1,1,0,104.29006269286,0
37,7219,0,0,0,0,41.808346,0,12.267838,41,25,0,4,0,1,5,1,1,0,104.29006269286,0
37,7221,0,0,0,0,43.90572,1,16.566685,38,24,1,3,0,1,5,1,1,3,104.29006269286,1
37,7221,0,0,0,0,43.90572,0,13.333373,37,23,1,3,0,1,5,1,1,3,104.29006269286,0
5,7223,1,1,1,1,51.004639,1,5.2465649,46,38,3,0,0,0,5,1,0,0,112.927250745166,0
5,7223,1,1,1,1,51.004639,0,16.610533,45,37,3,0,0,0,5,1,0,0,112.927250745166,0
5,7225,1,1,1,1,41.344669,1,1.392628,43,35,0,5,0,1,6,0,0,1,112.927250745166,0
5,7225,1,1,1,1,41.344669,0,13.389023,42,34,0,5,0,1,6,0,0,1,112.927250745166,1
5,7226,1,1,1,0,49.072643,1,15.166135,32,25,6,6,0,0,5,1,1,0,112.927250745166,0
5,7226,1,1,1,0,49.072643,0,15.036046,31,24,6,6,0,0,5,1,1,0,112.927250745166,0
5,7228,1,1,1,1,46.831532,1,0,51,38,0,0,0,1,6,1,0,0,112.927250745166,0
5,7228,1,1,1,1,46.831532,0,11.321275,51,38,0,0,0,1,6,1,0,0,112.927250745166,0
5,7244,1,1,1,0,50.386398,1,9.8908968,28,27,9,6,0,0,7,0,1,1,112.927250745166,0
5,7244,1,1,1,0,50.386398,0,13.453055,27,26,9,6,0,0,7,0,1,1,112.927250745166,0
5,7249,1,1,1,1,56.233902,1,10.223941,51,43,3,2,0,0,8,1,1,1,112.927250745166,0
5,7249,1,1,1,1,56.233902,0,11.449552,50,42,3,2,0,0,8,1,1,1,112.927250745166,0
5,7251,1,1,1,0,49.961361,1,11.930968,66,34,0,0,0,0,9,1,1,0,112.927250745166,0
5,7251,1,1,1,0,49.961361,0,8.3611879,65,33,0,0,0,0,9,1,1,0,112.927250745166,0
5,7253,1,1,1,0,57.959816,0,18.953148,63,45,2,1,0,0,6,0,0,4,112.927250745166,0
5,7253,1,1,1,0,57.959816,1,12.71259,64,46,2,1,0,0,6,0,0,4,112.927250745166,0
38,7256,1,1,1,1,55.87326,0,17.192034,47,40,6,3,0,0,5,1,1,0,119.44356177395,0
38,7256,1,1,1,1,55.87326,1,11.551211,48,40,6,3,0,0,5,1,1,0,119.44356177395,1
38,7262,1,1,1,1,52.241112,0,15.012353,39,30,0,0,0,0,5,1,0,1,119.44356177395,0
38,7262,1,1,1,1,52.241112,1,7.6845388,40,31,0,0,0,0,5,1,0,1,119.44356177395,0
38,7263,1,1,1,1,48.493046,0,9.0032206,55,39,3,0,0,0,9,1,0,0,119.44356177395,1
38,7263,1,1,1,1,48.493046,1,2.5835288,56,39,3,0,0,0,9,1,0,0,119.44356177395,0
38,7268,1,1,1,1,39.489952,0,9.7511339,37,34,5,6,0,0,8,1,0,0,119.44356177395,0
38,7268,1,1,1,1,39.489952,1,1.6469767,38,35,5,6,0,0,8,1,0,0,119.44356177395,0
38,7271,1,1,1,1,44.590416,0,12.125077,46,43,0,0,0,0,7,1,1,0,119.44356177395,1
38,7271,1,1,1,1,44.590416,1,0,47,44,0,0,0,0,7,1,1,0,119.44356177395,0
38,7275,1,1,1,1,54.945904,0,17.344202,42,38,3,2,0,0,5,1,1,3,119.44356177395,1
38,7275,1,1,1,1,54.945904,1,0,43,39,3,2,0,0,5,1,1,3,119.44356177395,0
38,7276,1,1,1,1,48.96986,1,0,49,38,6,0,0,0,8,1,0,0,119.44356177395,0
38,7276,1,1,1,1,48.96986,0,10.673902,48,38,6,0,0,0,8,1,0,0,119.44356177395,0
38,7277,1,1,1,1,40.185471,1,0.327429,35,35,5,6,0,0,8,1,1,0,119.44356177395,1
38,7277,1,1,1,1,40.185471,0,9.8235273,34,34,5,6,0,0,8,1,1,0,119.44356177395,0
4,7278,0,0,0,0,55.332302,1,18.675119,29,21,4,8,0,1,4,1,0,1,121.798097580353,1
4,7278,0,0,0,0,55.332302,0,13.561988,27,20,4,8,0,1,4,1,0,1,121.798097580353,0
4,7279,0,0,0,0,47.37249,0,20.168888,75,65,0,0,0,1,2,1,0,0,121.798097580353,0
4,7279,0,0,0,0,47.37249,1,21.001062,76,66,0,0,0,1,2,1,0,0,121.798097580353,0
4,7281,0,0,0,0,51.777435,1,16.241814,41,39,1,6,0,0,5,1,1,1,121.798097580353,0
4,7281,0,0,0,0,51.777435,0,16.785448,40,38,1,6,0,0,5,1,1,1,121.798097580353,1
4,7284,0,0,0,0,49.381763,0,6.7814007,35,29,2,4,0,1,8,1,0,1,121.798097580353,0
4,7284,0,0,0,0,49.381763,1,14.794963,36,30,2,4,0,1,8,1,0,1,121.798097580353,0
4,7285,0,0,0,0,55.776661,0,13.777372,54,48,6,2,0,0,7,1,1,1,121.798097580353,0
4,7285,0,0,0,0,55.776661,1,12.022379,55,49,6,2,0,0,7,1,1,1,121.798097580353,0
4,7294,0,0,0,0,39.103554,1,10.229567,31,35,4,6,0,0,8,1,1,1,121.798097580353,1
4,7294,0,0,0,0,39.103554,0,9.5950623,30,34,4,6,0,0,8,1,1,1,121.798097580353,0
4,7296,0,0,0,0,49.227203,1,12.573631,43,40,2,0,0,0,10,1,1,1,121.798097580353,0
4,7296,0,0,0,0,49.227203,0,6.6173382,41,39,2,0,0,0,10,1,1,1,121.798097580353,0
4,7297,0,0,0,0,54.018547,1,17.332827,49,47,1,0,0,1,8,1,1,1,121.798097580353,0
4,7297,0,0,0,0,54.018547,0,8.7396812,48,46,1,0,0,1,8,1,1,1,121.798097580353,0
4,7298,0,0,0,0,50.772797,1,16.517918,36,35,2,9,0,0,8,1,0,1,121.798097580353,0
4,7298,0,0,0,0,50.772797,0,9.7553606,35,34,2,9,0,0,8,1,0,1,121.798097580353,0
4,7299,0,0,0,0,46.367851,0,13.804555,41,41,0,2,1,0,7,1,1,1,121.798097580353,1
4,7299,0,0,0,0,46.367851,1,15.082884,43,41,0,2,1,0,7,1,1,1,121.798097580353,0
4,7301,0,0,0,0,44.744976,0,9.8891277,43,31,1,3,0,1,7,1,1,1,121.798097580353,0
4,7301,0,0,0,0,44.744976,1,10.535215,44,33,1,3,0,1,7,1,1,1,121.798097580353,0
4,7302,0,0,0,0,43.276661,1,10.860792,38,41,2,2,0,1,7,1,0,1,121.798097580353,0
4,7302,0,0,0,0,43.276661,0,12.42627,37,41,2,2,0,1,7,1,0,1,121.798097580353,0
4,7305,0,0,0,0,46.676971,0,10.229169,38,33,1,3,0,0,8,1,1,1,121.798097580353,0
4,7305,0,0,0,0,46.676971,1,15.497936,39,34,1,3,0,0,8,1,1,1,121.798097580353,0
4,7308,0,0,0,0,48.840805,1,21.543379,41,28,0,6,0,0,7,0,1,2,121.798097580353,0
4,7308,0,0,0,0,48.840805,0,13.83897,40,27,0,6,0,0,7,0,1,2,121.798097580353,0
4,7309,0,0,0,0,52.266617,0,6.3888655,49,36,0,3,0,0,10,1,1,3,121.798097580353,0
4,7309,0,0,0,0,52.266617,1,11.578485,50,37,0,3,0,0,10,1,1,3,121.798097580353,0
4,7312,0,0,0,0,55.7187,1,24.952019,52,38,1,2,0,0,4,1,0,2,121.798097580353,0
4,7312,0,0,0,0,55.7187,0,19.326799,50,38,1,2,0,0,4,1,0,2,121.798097580353,0
4,7314,0,0,0,0,54.945904,1,18.927736,61,41,0,2,1,1,5,0,1,1,121.798097580353,0
4,7314,0,0,0,0,54.945904,0,18.836304,60,41,0,2,1,1,5,0,1,1,121.798097580353,0
107,7321,0,0,0,0,57.109737,1,12.44778,36,37,4,2,0,0,5,1,1,0,149.635067187097,0
107,7321,0,0,0,0,57.109737,0,16.463411,35,36,4,2,0,0,5,1,1,0,149.635067187097,0
107,7324,0,0,0,0,41.808346,0,16.185101,35,41,2,2,0,1,5,1,0,0,149.635067187097,0
107,7324,0,0,0,0,41.808346,1,26.097042,36,41,2,2,0,1,5,1,0,0,149.635067187097,0
107,7328,0,0,0,0,56.761978,1,12.510097,67,67,0,2,0,1,5,1,0,0,149.635067187097,0
107,7328,0,0,0,0,56.761978,0,13.917456,66,66,0,2,0,1,5,1,0,0,149.635067187097,0
107,7329,0,0,0,0,53.400311,1,12.095681,44,42,1,3,0,0,5,1,1,0,149.635067187097,0
107,7329,0,0,0,0,53.400311,0,16.926577,43,41,1,3,0,0,5,1,1,0,149.635067187097,1
107,7331,0,0,0,0,54.482227,1,16.825619,35,27,4,9,0,0,5,1,1,0,149.635067187097,0
107,7331,0,0,0,0,54.482227,0,15.447205,34,26,4,9,0,0,5,1,1,0,149.635067187097,0
107,7332,0,0,0,0,42.503864,0,9.6312933,33,33,6,4,0,0,8,1,1,0,149.635067187097,0
107,7332,0,0,0,0,42.503864,1,10.614481,34,34,6,4,0,0,8,1,1,0,149.635067187097,0
107,7334,0,0,0,0,54.868626,0,13.547063,61,41,6,2,1,0,8,1,1,0,149.635067187097,0
107,7334,0,0,0,0,54.868626,1,12.407225,62,41,6,2,1,0,8,1,1,0,149.635067187097,0
107,7339,0,0,0,0,57.727974,0,23.539438,56,55,2,0,0,0,4,0,1,6,149.635067187097,0
107,7339,0,0,0,0,57.727974,1,24.65374,57,56,2,0,0,0,4,0,1,6,149.635067187097,0
107,7343,0,0,0,0,56.336941,1,15.064519,31,25,9,6,0,0,4,1,1,0,149.635067187097,0
107,7343,0,0,0,0,56.336941,0,16.919355,30,24,9,6,0,0,4,1,1,0,149.635067187097,0
107,7344,0,0,0,0,54.636784,1,12.133686,30,26,6,6,0,0,6,1,1,0,149.635067187097,0
107,7344,0,0,0,0,54.636784,0,12.902142,29,26,6,6,0,0,6,1,1,0,149.635067187097,0
107,7349,0,0,0,0,50.850079,1,11.020053,33,25,2,6,0,1,5,1,1,0,149.635067187097,0
107,7349,0,0,0,0,50.850079,0,12.358448,32,23,2,6,0,1,5,1,1,0,149.635067187097,0
107,7350,0,0,0,0,53.941269,1,11.302798,31,31,3,3,0,0,4,1,1,1,149.635067187097,0
107,7350,0,0,0,0,53.941269,0,17.569431,30,30,3,3,0,0,4,1,1,1,149.635067187097,1
107,7357,0,0,0,0,55.100464,0,18.937777,46,44,2,1,0,0,4,1,0,0,149.635067187097,0
107,7357,0,0,0,0,55.100464,1,19.47031,47,45,2,1,0,0,4,1,0,0,149.635067187097,0
107,7358,0,0,0,0,47.681606,1,9.8642139,35,32,1,1,0,1,6,1,1,0,149.635067187097,0
107,7358,0,0,0,0,47.681606,0,11.07004,34,31,1,1,0,1,6,1,1,0,149.635067187097,0
107,7362,0,0,0,0,55.641422,0,8.3605423,38,30,4,2,0,0,9,1,1,3,149.635067187097,0
107,7362,0,0,0,0,55.641422,1,10.512053,39,32,4,2,0,0,9,1,1,3,149.635067187097,0
107,7364,0,0,0,0,46.676971,1,13.804803,38,35,6,3,0,0,7,1,1,1,149.635067187097,0
107,7364,0,0,0,0,46.676971,0,12.258405,37,34,6,3,0,0,7,1,1,1,149.635067187097,0
107,7368,0,0,0,0,56.130604,0,8.0374794,47,37,3,6,0,0,10,1,1,7,149.635067187097,0
107,7368,0,0,0,0,56.130604,1,13.394607,48,38,3,6,0,0,10,1,1,7,149.635067187097,0
107,7372,0,0,0,0,56.568779,0,17.319998,56,56,0,0,0,1,4,1,1,6,149.635067187097,0
107,7372,0,0,0,0,56.568779,1,15.411388,57,57,0,0,0,1,4,1,1,6,149.635067187097,0
107,7373,0,0,0,0,53.168468,0,18.097937,29,24,9,5,0,0,5,0,1,4,149.635067187097,0
107,7373,0,0,0,0,53.168468,1,17.757977,30,25,9,5,0,0,5,0,1,4,149.635067187097,0
107,7381,0,0,0,0,52.704792,1,11.165838,28,21,3,6,0,1,4,1,1,0,149.635067187097,0
107,7381,0,0,0,0,52.704792,0,13.665228,27,20,3,6,0,1,4,1,1,0,149.635067187097,0
107,7388,0,0,0,0,45.826893,0,9.4912815,44,33,0,2,0,0,8,1,1,0,149.635067187097,0
107,7388,0,0,0,0,45.826893,1,11.428372,45,34,0,2,0,0,8,1,1,0,149.635067187097,0
107,7390,0,0,0,0,49.53632,1,11.310512,61,46,1,1,0,0,6,1,1,7,149.635067187097,0
107,7390,0,0,0,0,49.53632,0,17.097208,60,45,1,1,0,0,6,1,1,7,149.635067187097,0
107,7391,0,0,0,0,47.37249,1,9.6801147,43,32,3,2,0,1,8,1,1,2,149.635067187097,0
107,7391,0,0,0,0,47.37249,0,7.9514465,42,31,3,2,0,1,8,1,1,2,149.635067187097,0
107,7395,0,0,0,0,45.672333,0,9.3249807,30,30,0,0,0,1,6,1,0,0,149.635067187097,0
107,7395,0,0,0,0,45.672333,1,13.324322,31,31,0,0,0,1,6,1,0,0,149.635067187097,0
107,7396,0,0,0,0,50.618237,1,22.229622,26,27,9,9,0,0,5,1,0,0,149.635067187097,0
107,7396,0,0,0,0,50.618237,0,14.238278,25,26,9,9,0,0,5,1,0,0,149.635067187097,0
107,7397,0,0,0,0,51.159195,1,19.228127,45,44,1,3,0,1,6,1,1,0,149.635067187097,0
107,7397,0,0,0,0,51.159195,0,12.365664,44,43,1,3,0,1,6,1,1,0,149.635067187097,0
107,7399,0,0,0,0,55.7187,0,18.581226,29,24,3,3,0,0,3,1,0,0,149.635067187097,0
107,7399,0,0,0,0,55.7187,1,29.065346,30,25,3,3,0,0,3,1,0,0,149.635067187097,0
107,7401,0,0,0,0,57.959816,0,18.86939,27,20,9,6,0,0,4,0,1,0,149.635067187097,0
107,7401,0,0,0,0,57.959816,1,11.134417,28,21,9,6,0,0,4,0,1,0,149.635067187097,0
107,7402,0,0,0,0,55.370941,0,7.4366813,70,51,0,0,0,0,10,1,1,3,149.635067187097,0
107,7402,0,0,0,0,55.370941,1,11.271372,71,52,0,0,0,0,10,1,1,3,149.635067187097,0
107,7404,0,0,0,0,49.149921,1,18.911781,32,22,4,0,0,0,5,1,0,0,149.635067187097,0
107,7404,0,0,0,0,49.149921,0,14.478333,31,22,4,0,0,0,5,1,0,0,149.635067187097,0
107,7405,0,0,0,0,48.995361,1,12.824143,37,32,2,0,0,0,7,0,1,0,149.635067187097,1
107,7405,0,0,0,0,48.995361,0,14.539998,37,32,2,0,0,0,7,0,1,0,149.635067187097,0
107,7409,0,0,0,0,51.236477,0,22.022457,65,41,0,2,1,1,2,1,0,0,149.635067187097,0
107,7409,0,0,0,0,51.236477,1,19.239237,66,41,0,2,1,1,2,1,0,0,149.635067187097,0
107,7412,0,0,0,0,55.9119,1,26.825727,27,26,2,9,0,0,7,1,0,6,149.635067187097,0
107,7412,0,0,0,0,55.9119,0,11.284132,26,25,2,9,0,0,7,1,0,6,149.635067187097,0
107,7414,0,0,0,0,55.7187,1,29.099258,74,51,2,0,0,1,3,1,1,0,149.635067187097,0
107,7414,0,0,0,0,55.7187,0,19.614912,73,50,2,0,0,1,3,1,1,0,149.635067187097,0
107,7419,0,0,0,0,48.995361,0,12.260336,30,29,1,3,0,0,7,1,1,6,149.635067187097,0
107,7419,0,0,0,0,48.995361,1,18.711662,31,30,1,3,0,0,7,1,1,6,149.635067187097,0
54,7421,1,1,1,1,45.363216,1,0,50,49,2,0,0,1,4,1,0,0,117.770525679773,0
54,7421,1,1,1,1,45.363216,0,16.585325,49,48,2,0,0,1,4,1,0,0,117.770525679773,0
54,7426,1,1,1,1,47.913448,0,17.876091,25,20,6,6,0,0,3,1,0,0,117.770525679773,0
54,7426,1,1,1,1,47.913448,1,0.94530314,26,21,6,6,0,0,3,1,0,0,117.770525679773,0
54,7427,1,1,1,1,49.716385,1,2.4152834,71,61,0,0,0,1,7,1,0,0,117.770525679773,0
54,7427,1,1,1,1,49.716385,0,10.071672,70,60,0,0,0,1,7,1,0,0,117.770525679773,0
54,7428,1,1,1,1,39.567234,1,6.6352224,41,39,3,2,0,0,6,1,1,1,117.770525679773,0
54,7428,1,1,1,1,39.567234,0,14.78257,40,38,3,2,0,0,6,1,1,1,117.770525679773,0
54,7430,1,1,1,1,44.783615,0,17.972178,35,41,2,2,1,0,5,1,0,0,117.770525679773,0
54,7430,1,1,1,1,44.783615,1,17.643717,36,41,2,2,1,0,5,1,0,0,117.770525679773,0
54,7431,1,1,1,1,52.975269,0,18.027466,23,20,6,6,0,0,3,1,0,2,117.770525679773,0
54,7431,1,1,1,1,52.975269,1,8.4031458,24,21,6,6,0,0,3,1,0,2,117.770525679773,0
54,7432,1,1,1,1,39.335396,0,7.5368066,34,38,9,3,0,1,8,1,1,1,117.770525679773,0
54,7432,1,1,1,1,39.335396,1,0,35,39,9,3,0,1,8,1,1,1,117.770525679773,0
9,7433,1,1,1,1,49.149921,0,14.278455,24,25,6,6,0,0,5,1,0,1,85.3002724625944,0
9,7433,1,1,1,1,49.149921,1,0,24,25,6,6,0,0,5,1,0,1,85.3002724625944,0
9,7442,1,1,1,1,44.2813,1,0,36,28,6,1,0,0,7,1,1,1,85.3002724625944,0
9,7442,1,1,1,1,44.2813,0,11.699835,35,27,6,1,0,0,7,1,1,1,85.3002724625944,0
9,7443,1,1,1,1,47.758888,1,16.381529,69,41,2,2,1,0,6,0,1,0,85.3002724625944,0
9,7443,1,1,1,1,47.758888,0,20.444323,68,41,2,2,1,0,6,0,1,0,85.3002724625944,0
9,7446,1,1,1,1,57.341576,0,25.126057,66,41,2,2,1,1,1,1,0,0,85.3002724625944,0
9,7446,1,1,1,1,57.341576,1,21.570915,67,41,2,2,1,1,1,1,0,0,85.3002724625944,0
9,7449,1,1,1,1,39.412674,0,12.050901,32,41,6,2,0,1,7,1,0,1,85.3002724625944,0
9,7449,1,1,1,1,39.412674,1,0.51912326,33,41,6,2,0,1,7,1,0,1,85.3002724625944,0
9,7450,1,1,1,1,47.140648,1,0.45617312,39,29,6,6,0,0,5,0,1,1,85.3002724625944,0
9,7450,1,1,1,1,47.140648,0,18.714537,38,28,6,6,0,0,5,0,1,1,85.3002724625944,0
9,7455,1,1,1,1,56.955177,0,11.495488,46,24,4,3,0,1,6,1,1,0,85.3002724625944,0
9,7455,1,1,1,1,56.955177,1,14.652497,47,25,4,3,0,1,6,1,1,0,85.3002724625944,0
9,7456,1,1,1,1,40.958267,0,10.521896,43,31,4,3,0,0,8,1,1,1,85.3002724625944,0
9,7456,1,1,1,1,40.958267,1,3.4016068,44,32,4,3,0,0,8,1,1,1,85.3002724625944,0
3,7459,1,1,1,1,53.24575,0,24.013096,55,41,2,2,0,1,2,1,0,2,92.9615158497741,0
3,7459,1,1,1,1,53.24575,1,33.147118,57,41,2,2,0,1,2,1,0,2,92.9615158497741,0
3,7465,1,1,1,1,43.199383,0,13.858296,28,22,6,4,0,1,4,1,0,1,92.9615158497741,0
3,7465,1,1,1,1,43.199383,1,5.8228855,29,23,6,4,0,1,4,1,0,1,92.9615158497741,0
3,7466,1,1,1,1,52.370171,1,0.45813674,47,49,2,0,0,1,5,1,0,3,92.9615158497741,0
3,7466,1,1,1,1,52.370171,0,14.910073,46,48,2,0,0,1,5,1,0,3,92.9615158497741,0
3,7471,1,1,1,1,43.817619,1,0,32,26,2,0,0,1,4,1,0,0,92.9615158497741,0
3,7471,1,1,1,1,43.817619,0,14.195861,31,25,2,0,0,1,4,1,0,0,92.9615158497741,0
3,7472,1,1,1,1,55.312984,0,10.553176,45,50,1,3,0,1,7,1,1,0,92.9615158497741,0
3,7472,1,1,1,1,55.312984,1,8.155757,46,51,1,3,0,1,7,1,1,0,92.9615158497741,1
3,7475,1,1,1,1,53.632149,0,16.800867,49,30,2,2,0,1,5,0,0,2,92.9615158497741,0
3,7475,1,1,1,1,53.632149,1,4.6931162,50,31,2,2,0,1,5,0,0,2,92.9615158497741,0
3,7477,1,1,1,1,52.163834,0,16.380552,47,40,0,0,0,1,5,0,0,3,92.9615158497741,0
3,7477,1,1,1,1,52.163834,1,7.3736525,48,41,0,0,0,1,5,0,0,3,92.9615158497741,0
3,7484,1,1,1,1,57.341576,0,25.704533,63,41,0,2,0,1,2,0,0,1,92.9615158497741,0
3,7484,1,1,1,1,57.341576,1,31.301743,64,41,0,2,0,1,2,0,0,1,92.9615158497741,0
3,7486,1,1,1,1,50.46368,1,2.7711098,42,34,1,6,0,1,6,1,1,2,92.9615158497741,0
3,7486,1,1,1,1,50.46368,0,12.15565,41,33,1,6,0,1,6,1,1,2,92.9615158497741,0
3,7487,1,1,1,1,51.468315,0,13.483465,45,22,3,0,0,1,5,1,1,1,92.9615158497741,0
3,7487,1,1,1,1,51.468315,1,12.282731,46,24,3,0,0,1,5,1,1,1,92.9615158497741,0
3,7488,1,1,1,1,56.800617,1,12.353312,51,48,2,0,0,1,8,1,1,1,92.9615158497741,0
3,7488,1,1,1,1,56.800617,0,8.9159918,50,47,2,0,0,1,8,1,1,1,92.9615158497741,0
3,7490,1,1,1,1,49.149921,1,5.73456,33,29,3,5,0,1,6,0,1,0,92.9615158497741,0
3,7490,1,1,1,1,49.149921,0,13.338793,32,28,3,5,0,1,6,0,1,0,92.9615158497741,1
3,7491,1,1,1,1,57.573418,0,14.506937,27,30,6,3,0,1,4,1,1,0,92.9615158497741,0
