cust_id,deny,pirat,hirat,lvrat,chist,mhist,phist,unemp,selfemp,insurance,condomin,race,single,hschool
307,1,0.335699997,0.324599991,0.773684211,1,1,no,2,no,no,no,White,no,yes
308,1,0.277900009,0.00085,0.628571429,1,2,no,3.200000048,no,no,no,White,no,yes
309,1,0.41,0.12,0.488888889,1,1,no,3.599999905,no,no,no,White,no,yes
310,1,0.362900009,0.301499996,0.516666667,1,1,no,3.200000048,no,no,no,White,no,yes
311,1,0.308799992,0.225599995,0.782352941,1,2,no,3.099999905,no,no,no,White,no,yes
312,1,0.365999985,0.282000008,0.718518519,1,2,no,4.300000191,no,no,no,White,no,yes
313,1,0.314899998,0.257900009,0.875912409,1,2,no,4.300000191,no,no,no,White,yes,yes
314,1,0.275200005,0.203299999,0.80952381,1,1,no,3.599999905,no,no,yes,White,no,yes
315,1,0.35,0.2,0.503875969,3,1,no,5.300000191,no,no,no,White,no,yes
316,1,0.332700005,0.267700005,0.714285714,1,2,no,3.599999905,no,no,no,White,yes,yes
317,1,0.32,0.26,0.469483568,3,3,no,10.60000038,no,no,no,White,no,yes
318,0,0.264200001,0.258500004,0.783333333,1,1,no,3.200000048,no,yes,yes,White,no,yes
319,0,0.339700012,0.178199997,0.5,2,1,no,10.60000038,no,no,no,White,no,yes
320,0,0.339700012,0.178199997,0.5,2,1,no,10.60000038,no,no,no,White,no,yes
321,1,0.360600014,0.280200005,0.718518519,1,2,no,3.599999905,no,no,no,Hispanic,no,yes
322,1,0.376800003,0.202000008,0.884057971,1,1,no,1.799999952,yes,no,no,Hispanic,no,yes
323,1,0.301000004,0.277999992,0.861538462,2,2,no,3.200000048,no,no,no,African-American,no,yes
324,1,0.54,0.54,0.75,4,2,no,3.200000048,no,no,no,Hispanic,yes,yes
325,1,0.350999985,0.337000008,0.623493976,4,2,no,3.099999905,no,no,no,Hispanic,no,yes
326,1,0.389000015,0.271000004,0.919230769,6,2,no,3.099999905,no,no,yes,White,yes,yes
327,0,0.43,0.32,0.794044665,6,3,no,3.200000048,yes,no,no,White,no,yes
328,0,0.43,0.43,0.798004988,2,2,yes,3.900000095,yes,no,no,White,no,yes
329,1,0.15,0.05,0.658064516,6,1,no,10.60000038,no,no,no,White,no,yes
330,1,0.34,0.28,0.895833333,1,2,no,4.300000191,no,no,no,White,yes,yes
331,1,0.31,0.21,0.7,2,1,no,1.799999952,no,no,yes,White,yes,yes
332,1,0.37,0.28,0.911392405,2,2,no,3.200000048,no,no,no,White,no,yes
333,1,0.31,0.27,0.883211679,1,2,no,5.300000191,no,no,no,White,no,yes
334,1,0.3,0.2,0.894736842,1,2,no,3.200000048,no,no,yes,White,no,yes
335,1,0.16,0.16,0.203045685,1,1,no,10.60000038,no,no,no,White,no,yes
336,1,0.36,0.23,0.843283582,1,2,no,3.099999905,no,no,no,White,no,yes
337,1,0.36,0.28,0.734210526,1,2,no,2,no,no,no,White,no,yes
338,1,0.4,0.3,0.695364238,1,2,no,3.900000095,no,no,no,White,no,yes
339,1,0.37,0.3,0.841584158,1,2,no,3.200000048,no,no,yes,White,yes,yes
340,1,0.28,0.22,0.473684211,1,1,no,3.200000048,yes,no,no,White,no,yes
341,1,0.43,0.35,0.514705882,5,2,yes,3.200000048,no,no,no,White,no,yes
342,1,0.36,0.27,0.863387978,1,1,yes,3.200000048,no,no,no,White,no,yes
343,1,0.24,0.24,0.631067961,1,2,no,4.300000191,yes,no,no,White,no,yes
344,1,0.47,0.47,0.651079137,1,1,no,4.300000191,yes,no,no,White,no,yes
345,1,0.08,0.08,0.643835616,4,2,no,3.200000048,no,no,yes,African-American,yes,yes
346,1,0.24,0.23,0.566666667,1,1,no,5.300000191,no,no,no,White,no,yes
347,1,0.22,0.21,0.653179191,1,2,no,3.200000048,no,no,no,Hispanic,no,yes
348,1,0.14,0.12,0.32,1,1,no,3.200000048,no,no,no,Hispanic,no,yes
349,1,0.21,0.16,0.289256198,1,1,no,3.099999905,no,no,no,Hispanic,no,yes
350,1,0,0.29,0.629496403,1,1,no,3.099999905,no,no,no,White,no,yes
351,0,0.210200005,0.207000008,0.783333333,1,2,no,3.099999905,no,no,yes,White,yes,yes
352,1,0.394500008,0.332299995,0.147692308,1,1,no,3.900000095,no,no,yes,White,no,yes
353,1,0.3,0.26,0.625,1,2,no,3.200000048,no,no,no,White,yes,yes
354,1,0.36,0.29,0.8,2,2,no,3.200000048,no,no,no,White,no,yes
355,1,0.28,0.27,0.551020408,2,1,no,4.300000191,no,no,no,White,no,yes
356,1,0.26,0.24,0.796875,1,2,no,3.900000095,no,no,no,White,no,yes
357,1,0.28,0.21,0.688888889,2,2,no,3.900000095,no,no,no,White,yes,yes
358,1,0.304400005,0.197999992,0.328947368,2,1,no,3.200000048,yes,no,no,White,no,no
359,1,0.313600006,0.287600002,0.306748466,2,1,no,4.300000191,no,no,no,White,no,yes
360,1,0.302299995,0.263400002,0.761904762,5,2,no,3.099999905,no,no,no,White,no,yes
361,1,0.199500008,0.176200008,0.453333333,2,1,no,3.200000048,no,no,yes,White,no,yes
362,1,0.274500008,0.172199993,0.714285714,6,2,no,3.200000048,no,no,no,White,no,yes
363,0,0.317999992,0.312000008,0.802919708,3,2,no,2,no,no,no,White,yes,yes
364,1,0.45,0.237999992,0.6,6,1,no,1.799999952,no,no,no,White,no,yes
365,1,0.356899986,0.180900002,0.7,1,1,no,3.099999905,no,no,no,Hispanic,no,yes
366,1,0.253999996,0.242999992,0.663507109,1,1,no,4.300000191,no,no,no,White,yes,yes
367,1,0.240599995,0.228500004,0.4,1,2,no,3.599999905,no,no,yes,White,yes,yes
368,1,0.28,0.27,0.338709677,1,1,no,1.799999952,no,no,no,White,no,yes
369,0,0.416800003,0.325999985,1.182432432,5,1,no,3.200000048,yes,no,no,White,yes,yes
370,0,0.388600006,0.388600006,0.627272727,2,3,no,10.60000038,no,no,no,White,yes,yes
371,0,0.340800018,0.225400009,0.731428571,2,2,no,3.200000048,no,no,no,White,no,yes
372,1,0.27,0.21,0.831932773,1,2,no,2,no,no,yes,White,yes,yes
373,0,0.35,0.27,0.884393064,1,2,no,3.900000095,no,no,no,White,no,yes
374,1,0.35,0.29,0.550387597,1,2,no,2,no,no,yes,White,no,yes
375,1,0.32,0.23,0.8,3,2,no,3.099999905,no,no,yes,White,yes,yes
376,0,0.32,0.28,0.8,1,2,no,3.200000048,no,no,yes,White,yes,yes
377,1,0.37,0.3,0.904,1,2,no,3.900000095,no,no,yes,White,yes,yes
378,1,0.35,0.26,0.902298851,6,2,yes,3.200000048,no,no,yes,African-American,yes,yes
379,1,0.44,0.32,0.904347826,6,2,yes,3.200000048,no,no,yes,African-American,yes,yes
380,1,0.4,0.29,0.892561983,6,2,yes,1.799999952,no,no,yes,African-American,no,yes
381,1,0.29,0.27,0.714285714,1,2,no,1.799999952,no,no,yes,African-American,yes,yes
382,1,0.41,0.27,0.952,5,2,yes,3.200000048,no,no,yes,African-American,yes,yes
383,1,0.25,0.22,0.833333333,3,2,no,10.60000038,no,no,yes,African-American,no,yes
384,1,0.4,0.23,0.8,5,1,no,3.200000048,no,no,yes,Hispanic,yes,yes
385,1,0.43,0.26,0.910447761,5,2,yes,1.799999952,yes,no,yes,African-American,no,yes
386,1,0.41,0.26,0.899441341,6,2,yes,2,no,no,yes,African-American,no,yes
387,1,0.49,0.28,0.881889764,5,2,no,3.200000048,no,no,yes,Hispanic,no,yes
388,1,0.41,0.28,0.79389313,1,2,no,1.799999952,no,no,yes,Hispanic,yes,yes
389,1,0.26,0.26,0.637168142,2,4,no,3.200000048,yes,no,no,White,no,yes
390,0,0.367000008,0.23,0.8046875,6,2,yes,1.799999952,no,no,yes,White,yes,yes
391,1,0.39,0.39,0.215053763,1,2,no,3.200000048,no,no,yes,White,yes,yes
392,1,0.37,0.3,0.625,1,2,no,3.599999905,no,no,yes,White,yes,yes
393,1,0.33,0.28,0.02,1,2,no,3.900000095,no,no,yes,White,yes,yes
394,1,0.28,0.26,0.78125,3,2,no,3.200000048,no,no,no,White,no,yes
395,1,0.36,0.31,0.78125,1,2,no,4.300000191,no,no,yes,White,yes,yes
396,1,0.35,0.32,0.65631068,2,1,no,10.60000038,no,no,no,White,no,yes
397,1,0.32,0.25,0.780141844,1,2,no,4.300000191,no,no,no,White,no,yes
398,1,0.38,0.23,0.2,1,2,no,3.200000048,no,no,yes,White,no,yes
399,1,0.35,0.29,0.847222222,1,2,no,4.300000191,no,no,no,White,no,yes
400,1,0.36,0.27,0.547263682,1,1,no,3.200000048,no,no,no,White,no,yes
401,1,0.25,0.25,0.640410959,1,2,no,3.099999905,no,no,no,White,no,yes
402,1,0.47,0.34,0.881889764,2,2,no,4.300000191,no,no,yes,African-American,yes,yes
403,0,0.18,0.13,0.785714286,6,2,no,2,no,no,no,White,no,yes
404,1,0.29,0.28,0.738636364,1,2,no,3.200000048,no,no,yes,White,yes,yes
405,1,0.25,0.24,0.656976744,1,2,no,3.900000095,no,no,no,White,no,yes
406,1,0.26,0.2,0.607142857,2,2,no,5.300000191,no,no,no,White,no,yes
407,1,0.29,0.23,0.395017794,2,2,no,3.200000048,no,no,no,White,no,yes
408,1,0.29,0.22,0.717241379,1,2,no,10.60000038,yes,no,no,White,yes,yes
409,1,0.27,0.27,0.740331492,2,2,no,3.200000048,no,no,no,White,yes,yes
410,1,0.29,0.24,0.634517766,1,1,no,10.60000038,no,no,no,White,yes,yes
411,0,0.21,0.21,0.612903226,2,2,yes,10.60000038,no,no,no,African-American,no,yes
412,1,0.95,0.44,0.547058824,6,3,no,10.60000038,yes,no,no,White,no,yes
413,1,0.25,0.2,0.930232558,1,2,no,4.300000191,no,no,no,White,no,yes
414,1,0.22,0.22,0.617449664,2,2,no,4.300000191,no,no,no,White,no,no
415,1,0.37,0.29,0.702290076,1,1,no,3.200000048,no,no,no,White,no,yes
416,1,0.4,0.27,0.918518519,2,2,no,4.300000191,no,no,no,White,no,yes
417,1,0.29,0.28,0.696969697,1,2,no,4.300000191,no,no,no,White,yes,yes
418,0,0.36,0.24,1,1,2,no,3.200000048,no,no,no,White,yes,yes
419,1,0.32,0.21,0.730337079,1,2,no,4.300000191,no,no,no,White,yes,yes
420,1,0.38,0.24,0.434782609,2,2,no,3.200000048,yes,no,no,White,no,yes
421,0,0.37,0.37,0.653266332,2,1,no,4.300000191,yes,no,no,White,no,yes
422,1,0.4,0.28,0.640167364,1,2,no,3.099999905,no,no,no,Hispanic,no,yes
423,1,0.24,0.1,0.571428571,2,2,no,1.799999952,no,no,yes,White,yes,yes
424,1,0.37,0.27,0.401459854,2,1,no,3.099999905,yes,no,no,White,no,yes
425,1,0.35,0.18,0.802919708,2,2,no,10.60000038,no,no,no,Hispanic,yes,yes
426,1,0.41,0.07,0.786885246,2,1,no,3.599999905,no,no,yes,White,no,yes
427,1,0.41,0.33,0.666666667,2,2,no,3.099999905,no,no,no,White,no,yes
428,1,0.32,0.32,0.754098361,4,2,no,4.300000191,no,no,no,African-American,yes,yes
429,1,0.34,0.31,0.904,1,2,no,3.200000048,no,no,no,White,no,yes
430,1,0.39,0.3,0.839416058,2,2,no,10.60000038,no,no,no,White,yes,yes
431,1,0.238999996,0.217999992,0.162790698,5,2,no,3.200000048,no,no,no,White,no,yes
432,1,0.330999985,0.262000008,0.40625,1,2,no,8.899999619,yes,no,no,White,no,yes
433,1,0.355,0.330999985,0.555555556,6,1,no,3.099999905,no,no,no,White,yes,yes
434,1,0.408899994,0.272900009,0.896,5,2,no,3.900000095,no,no,no,White,no,yes
435,1,0.165,0.054000001,0.102564103,1,1,no,3.099999905,no,no,yes,White,yes,yes
436,1,0.307000008,0.231000004,0.49122807,1,2,no,3.200000048,no,no,no,White,no,yes
437,1,0.235,0.226000004,0.679824561,1,1,no,3.200000048,no,no,no,White,no,yes
438,1,0.312999992,0.287999992,0.553097345,1,2,no,3.200000048,no,no,no,White,no,yes
439,1,0.266000004,0.182999992,0.669354839,2,2,no,5.300000191,no,no,no,White,yes,yes
440,1,0.231000004,0.231000004,0.747663551,4,2,no,3.099999905,yes,no,no,Hispanic,no,yes
441,1,0.303999996,0.202999992,0.578703704,1,2,no,1.799999952,no,no,no,White,no,yes
442,1,0.347000008,0.288999996,0.522821577,1,1,no,1.799999952,no,no,no,White,no,yes
443,1,0.350999985,0.345999985,0.484764543,1,2,no,3.599999905,yes,no,no,Hispanic,yes,yes
444,1,0.320999985,0.243999996,0.945205479,1,2,yes,3.900000095,no,no,no,White,no,yes
445,1,0.380999985,0.227999992,0.553648069,1,1,no,4.300000191,no,no,no,White,no,yes
446,0,0.472000008,0.303999996,0.869565217,2,2,no,2,no,no,yes,White,yes,yes
447,0,0.425,0.345,0.951351351,6,4,no,1.799999952,no,no,no,African-American,yes,yes
448,1,0.318999996,0.315,0.798387097,1,1,no,3.099999905,no,no,no,White,no,yes
449,1,0.069899998,0.069899998,0.480769231,5,2,no,3.200000048,yes,no,no,White,yes,yes
450,1,0.340999985,0.340999985,0.93877551,4,2,no,3.900000095,no,no,no,White,no,yes
451,1,0.349000015,0.287000008,0.204081633,1,2,no,4.300000191,no,no,no,White,no,yes
452,1,0.337999992,0.27,0.864,1,2,no,3.200000048,no,no,no,White,no,yes
453,1,0.395999985,0.272999992,0.798122066,1,2,no,3.200000048,no,no,no,African-American,no,yes
454,1,0.39,0.278999996,0.8,1,1,no,3.200000048,yes,no,no,White,yes,yes
455,1,0.275,0.237999992,0.710659898,1,2,no,3.599999905,no,no,yes,White,yes,yes
456,1,0.310499992,0.238199997,0.802631579,5,2,no,3.200000048,no,no,yes,White,yes,yes
457,1,0.467999992,0.362000008,0.783783784,5,2,no,4.300000191,no,no,yes,White,yes,yes
458,1,0.388600006,0.261299992,0.743169399,1,1,no,3.200000048,yes,no,no,African-American,no,yes
459,1,0.242000008,0.177000008,0.189189189,1,1,no,3.599999905,no,no,yes,White,no,yes
460,1,0.691999969,0.535999985,0.789473684,1,1,no,3.200000048,yes,no,no,White,no,yes
461,0,0.575999985,0.329000015,0.899280576,6,2,no,3.200000048,no,no,yes,African-American,no,yes
462,1,0.354099998,0.194699993,0.75,1,2,no,10.60000038,no,no,yes,White,no,no
463,0,0.479000015,0.475,0.951923077,6,2,no,2,no,no,yes,African-American,yes,yes
464,1,0.355999985,0.311000004,0.750877193,1,1,no,1.799999952,no,no,no,White,no,yes
465,0,0.362999992,0.168999996,0.861111111,1,2,no,4.300000191,no,yes,no,African-American,yes,yes
466,1,0.263999996,0.175,0.35483871,1,1,no,1.799999952,no,no,yes,African-American,no,yes
467,1,0.172999992,0.096999998,0.348837209,1,1,no,4.300000191,no,no,yes,Hispanic,yes,yes
468,1,0.365,0.273999996,0.859375,1,2,no,3.200000048,no,no,no,Hispanic,no,yes
469,1,0.405,0.276000004,0.793565684,1,1,no,3.099999905,no,no,no,Hispanic,yes,yes
470,1,0.252000008,0.088000002,0.782051282,1,1,no,3.200000048,no,no,yes,Hispanic,no,yes
471,1,0.247999992,0.237999992,0.68,4,2,no,3.200000048,no,no,yes,African-American,yes,yes
472,1,0.390999985,0.37,0.279069767,1,2,no,4.300000191,no,no,yes,Hispanic,yes,yes
473,1,0.282999992,0.282999992,0.595959596,4,2,no,3.900000095,no,no,yes,Hispanic,yes,yes
474,1,0.303999996,0.277000008,0.652173913,1,2,no,1.799999952,no,no,no,Hispanic,yes,yes
475,1,0.055999999,0.053000002,0.8,6,4,no,3.200000048,no,no,no,African-American,no,yes
476,1,0.384000015,0.375,0.8,1,2,no,1.799999952,no,no,yes,Hispanic,yes,yes
477,0,0.584000015,0.447000008,0.754601227,6,2,no,3.200000048,no,no,no,Hispanic,yes,yes
478,1,0.262999992,0.261000004,0.7907743,1,2,no,4.300000191,no,no,yes,Hispanic,yes,yes
479,1,0.252700005,0.250599995,0.666666667,1,2,no,3.599999905,no,no,yes,Hispanic,yes,yes
480,1,0.316000004,0.283999996,0.801526718,1,2,no,1.799999952,no,no,no,Hispanic,no,yes
481,1,0.357999992,0.316000004,0.875,1,2,no,3.200000048,no,no,yes,Hispanic,yes,yes
482,1,0.369000015,0.298999996,0.794520548,1,2,no,3.900000095,no,no,no,Hispanic,no,yes
483,1,0.222000008,0.207000008,0.75,1,2,no,1.799999952,no,no,yes,Hispanic,yes,yes
484,1,0.252999992,0.167999992,0.664516129,6,1,no,3.200000048,no,no,yes,Hispanic,yes,yes
485,1,0.183999996,0.166000004,0.576470588,6,2,no,3.200000048,no,no,yes,Hispanic,no,yes
486,1,0.4,0.33,0.887096774,1,2,no,3.200000048,no,no,yes,Hispanic,yes,yes
487,1,0.34,0.24,0.793103448,1,1,no,3.200000048,no,no,no,Hispanic,yes,yes
488,0,0.303700008,0.0904,0.8,6,2,yes,3.200000048,no,no,no,White,yes,yes
489,1,0.41,0.19,0.701886792,1,2,no,10.60000038,yes,no,yes,White,no,yes
490,0,0.18,0.18,1,6,2,yes,10.60000038,no,no,yes,White,yes,yes
491,1,0.4,0.27,0.711111111,2,2,no,4.300000191,yes,no,no,White,no,yes
492,1,0.31,0.31,0.776978417,2,2,no,3.200000048,no,no,no,White,yes,yes
493,1,0.53,0.34,0.463235294,1,2,no,3.900000095,no,no,no,White,no,yes
494,1,0.325800018,0.265799999,0.789808917,2,2,no,3.099999905,no,no,no,White,yes,yes
495,1,0.392400017,0.247900009,0.613333333,1,1,no,2,no,no,yes,White,yes,yes
496,1,0.225100002,0.193400002,0.358744395,1,2,no,3.200000048,no,no,no,White,no,yes
497,1,0.381699982,0.238500004,0.775423729,1,1,yes,4.300000191,no,no,no,White,no,yes
498,1,0.3375,0.2275,0.902439024,1,2,no,3.900000095,no,no,no,African-American,yes,yes
499,1,0.16,0.16,0.911764706,2,1,no,3.200000048,no,no,no,White,yes,yes
500,0,0.3,0.3,1.111111111,4,2,no,4.300000191,no,no,no,African-American,yes,yes
501,1,0.1,0.08,0.547945205,1,1,no,1.799999952,yes,no,no,White,yes,yes
502,1,0.2,0.12,0.939189189,3,1,no,3.200000048,no,no,yes,White,no,yes
503,1,0.08,0.06,0.728643216,1,1,no,3.200000048,no,no,yes,White,yes,yes
504,1,0.1,0.06,0.783289817,2,1,no,3.599999905,yes,no,no,White,yes,yes
505,1,0.17,0.07,1.224637681,2,1,no,2,no,no,no,African-American,no,yes
506,1,0.29,0.21,0.797752809,1,2,no,5.300000191,no,no,no,White,yes,yes
507,1,0.37,0.33,0.922077922,2,2,no,3.200000048,no,no,yes,White,yes,yes
508,1,0.36,0.32,0.681481481,1,2,no,1.799999952,no,no,yes,White,yes,yes
509,1,0.25,0.17,0.892857143,2,2,no,3.200000048,no,no,yes,White,no,yes
510,0,0.36,0.32,0.8,6,2,yes,2,no,no,no,White,no,yes
511,1,0.39,0.36,0.890909091,1,2,no,3.099999905,no,no,no,White,no,yes
512,1,0.38,0.31,0.775362319,2,2,no,3.200000048,no,no,yes,White,yes,yes
513,1,0.4,0.34,0.8,2,2,no,3.200000048,yes,no,yes,White,yes,yes
514,1,0.36,0.25,0.8,1,1,no,3.200000048,no,no,no,White,yes,yes
515,1,0.38,0.34,0.919230769,2,2,no,5.300000191,yes,no,yes,White,no,yes
516,1,0.33,0.31,0.659217877,1,2,no,3.200000048,no,no,no,White,yes,yes
517,1,0.37,0.26,0.783783784,2,1,no,2,no,no,no,White,no,yes
518,1,0.22,0.13,0.798611111,3,1,yes,3.200000048,yes,no,yes,African-American,no,yes
519,1,0.3,0.24,0.423728814,1,1,yes,3.200000048,no,no,no,White,no,yes
520,1,0.36,0.35,0.914473684,1,2,no,3.200000048,no,no,yes,White,yes,yes
521,1,0.41,0.28,0.896174863,6,2,no,3.200000048,no,no,no,White,no,yes
522,1,0.35,0.3,0.683760684,1,2,no,3.099999905,no,no,yes,White,yes,yes
523,1,0.32,0.32,0.8,1,2,no,3.200000048,no,no,no,White,yes,yes
524,0,0.41,0.28,0.925925926,6,2,yes,3.200000048,no,yes,no,African-American,no,yes
525,1,0.32,0.28,0.896969697,1,2,no,3.200000048,no,no,no,White,no,yes
526,1,0.4,0.18,0.876923077,3,1,no,1.799999952,no,no,no,White,no,yes
527,0,0.33,0.27,0.8,1,2,no,3.099999905,no,no,no,African-American,yes,yes
528,1,0.28,0.25,0.902173913,1,2,no,1.799999952,no,no,no,White,no,yes
529,1,0.35,0.35,0.44,2,1,no,10.60000038,no,no,no,White,no,yes
530,0,0.4,0.35,0.782608696,1,2,no,3.200000048,no,no,yes,African-American,no,yes
531,0,0.3,0.18,0.90080429,6,2,yes,1.799999952,yes,no,yes,African-American,no,yes
532,1,0.35,0.23,0.874418605,4,2,no,1.799999952,no,no,yes,Hispanic,yes,yes
533,1,0.2,0.19,0.700808625,1,1,no,3.200000048,no,no,no,White,no,yes
534,1,0.29,0.28,0.375,1,4,no,3.200000048,no,no,no,White,no,yes
535,1,0.36,0.27,0.82,2,2,no,3.200000048,no,no,no,White,no,yes
536,1,0.34,0.2,0.35042735,1,2,no,3.200000048,no,no,no,White,yes,yes
537,1,0.26,0.04,0.396825397,2,2,no,2,no,no,no,White,no,yes
538,1,0.28,0.21,0.638879372,2,1,no,3.200000048,no,no,no,White,no,yes
539,1,0.43,0.24,0.401785714,2,1,no,4.300000191,no,no,no,White,no,yes
540,1,0.27,0.2,0.797297297,1,1,no,3.200000048,yes,no,yes,White,no,yes
541,1,0.28,0.22,0.745578231,2,2,no,3.200000048,no,no,no,White,yes,yes
542,1,0.27,0.25,0.851536449,1,2,no,3.200000048,no,no,no,Hispanic,no,yes
543,1,0.36,0.3,0.639713428,1,1,no,3.200000048,no,no,no,White,yes,yes
544,1,0.35,0.35,0.625,2,3,no,3.599999905,no,no,no,White,no,yes
545,1,0.33,0.31,0.85892203,1,2,no,3.200000048,no,no,no,White,yes,yes
546,1,0.32,0.24,0.743243243,3,1,no,3.099999905,no,no,no,White,no,yes
547,1,0.23,0.04,0.5,1,1,no,3.200000048,no,no,no,White,no,yes
548,1,0.37,0.28,0.487156769,2,2,no,2,no,no,no,White,no,yes
549,1,0.331199989,0.1725,0.68,2,2,no,10.60000038,no,no,no,White,no,yes
550,0,0.351300011,0.256900005,0.542857143,5,2,no,3.200000048,no,no,no,White,yes,yes
551,1,0.457000008,0.282000008,0.752631579,1,1,no,3.200000048,no,no,no,White,no,yes
552,1,0.352400017,0.293299999,0.902985075,1,2,no,3.099999905,no,no,no,White,no,yes
553,0,0.416899986,0.210900002,0.923076923,2,2,no,10.60000038,no,yes,no,White,yes,yes
554,1,0.219099998,0.209500008,0.794871795,1,2,no,3.900000095,no,no,no,White,no,yes
555,0,0.205200005,0.158999996,0.602564103,1,2,no,1.799999952,yes,yes,no,White,yes,yes
556,1,0.461100006,0.371500015,0.784482759,2,2,no,5.300000191,no,no,yes,White,yes,no
557,1,0.346599998,0.315799999,0.576036866,2,2,no,2,no,no,no,White,no,yes
558,1,0.316700001,0.208899994,0.721649485,1,1,no,3.099999905,no,no,no,White,no,yes
559,1,0.372799988,0.264899998,0.8984375,1,2,no,10.60000038,no,no,no,White,no,yes
560,1,0.660999985,0.660999985,0.433566434,1,2,no,2,no,no,no,White,yes,yes
561,1,0.356199989,0.264300003,0.847222222,1,2,no,4.300000191,no,no,no,Hispanic,no,yes
562,1,0.374500008,0.262999992,0.895833333,2,2,no,3.099999905,no,no,no,African-American,no,yes
563,0,0.313999996,0.228500004,0.753968254,1,2,no,10.60000038,no,yes,no,Hispanic,no,yes
564,0,0.383899994,0.255599995,0.95,1,2,no,1.799999952,no,yes,no,Hispanic,yes,yes
565,1,0.361399994,0.234300003,0.784482759,2,2,no,4.300000191,no,no,no,Hispanic,no,yes
566,1,0.266399994,0.241800003,0.253164557,1,2,no,3.200000048,yes,no,no,Hispanic,yes,yes
567,1,0.322099991,0.275499992,0.748387097,2,2,no,5.300000191,no,no,no,Hispanic,no,yes
568,1,0.231100006,0.207199993,0.838235294,1,2,no,3.900000095,no,no,no,African-American,no,yes
569,1,0.364500008,0.328800011,0.762962963,2,2,no,3.900000095,no,no,no,Hispanic,yes,yes
570,1,0.426599998,0.296700001,0.818181818,1,1,no,3.099999905,no,no,no,Hispanic,no,yes
571,1,0.289799995,0.282000008,0.772727273,1,2,no,10.60000038,yes,no,no,Hispanic,no,no
572,1,0.814199982,0.393300018,0.516528926,3,2,yes,3.200000048,no,no,no,African-American,yes,yes
573,1,0.371399994,0.318899994,0.864864865,2,2,no,1.799999952,yes,no,no,African-American,yes,yes
574,1,0.296399994,0.234500008,0.896341463,1,2,no,2,no,yes,no,Hispanic,no,yes
575,1,0.353499985,0.252000008,0.804469274,1,2,no,2,no,no,no,African-American,no,yes
576,1,0.3475,0.220900002,0.789115646,2,2,no,3.099999905,no,no,no,African-American,no,yes
577,1,0.499700012,0.355299988,0.938547486,1,2,no,3.900000095,no,no,no,African-American,yes,yes
578,1,0.374300003,0.282000008,0.555555556,1,1,no,3.099999905,no,no,no,Hispanic,no,yes
579,1,0.467700005,0.367999992,0.87431694,3,1,no,4.300000191,no,no,no,African-American,no,yes
580,0,0.104300003,0.096400003,0.666666667,4,2,no,10.60000038,yes,no,no,Hispanic,yes,yes
581,1,0.322799988,0.322799988,0.864,1,2,no,3.599999905,no,no,no,Hispanic,no,yes
582,1,0.293199997,0.280499992,0.899159664,1,2,no,3.200000048,no,no,no,Hispanic,yes,yes
583,1,0.335600014,0.320800018,0.87804878,1,2,no,1.799999952,no,no,no,White,no,yes
584,0,0.416699982,0.265100002,0.75,5,1,no,3.200000048,no,no,no,African-American,no,yes
585,1,0.2575,0.214500008,0.625,1,2,no,3.200000048,no,no,no,White,no,yes
586,1,0.357700005,0.141199999,0.655502392,1,1,no,3.200000048,no,no,no,White,no,yes
587,0,0.466800003,0.463199997,0.591715976,4,2,no,3.599999905,no,no,no,White,no,yes
588,1,0.216000004,0.123999996,0.323741007,3,1,no,3.099999905,no,no,no,African-American,no,yes
589,1,0.277000008,0.205,0.5859375,2,1,no,1.799999952,yes,no,no,White,no,yes
590,1,0.27,0.27,0.651162791,1,1,no,3.599999905,no,no,yes,White,no,yes
591,1,0.32,0.29,0.707692308,2,1,no,5.300000191,no,no,no,White,no,yes
592,1,0.25,0.145,0.681818182,1,1,no,1.799999952,no,no,yes,White,yes,yes
593,0,0.505,0.207000008,0.641350211,6,2,no,1.799999952,no,no,no,White,no,yes
594,1,0.32,0.13,0.401234568,2,2,no,3.900000095,no,no,no,African-American,no,yes
595,0,0.355,0.345,0.6875,5,2,yes,3.200000048,yes,no,yes,African-American,yes,yes
596,1,0.31,0.29,0.896551724,1,2,no,1.799999952,no,no,no,White,yes,yes
597,1,0.3,0.11,0.479452055,2,1,no,4.300000191,no,no,no,White,yes,yes
598,1,0.19,0.15,0.184794093,1,1,no,3.200000048,no,no,no,White,yes,yes
599,1,0.18,0.15,0.802816901,1,1,no,3.900000095,no,no,no,African-American,no,yes
600,1,0.08,0.08,0.111111111,1,1,no,3.599999905,no,no,no,White,no,yes
601,1,0.36,0.35,0.736842105,1,1,no,3.599999905,no,no,no,White,no,yes
602,1,0.14,0.09,0.8,1,2,no,3.099999905,no,no,no,White,no,yes
603,1,0.34,0.27,0.793939394,1,2,no,3.900000095,no,no,no,White,no,yes
604,1,0.34,0.27,0.55,1,1,no,3.900000095,no,no,no,White,no,yes
605,1,0.32,0.12,0.8,1,1,no,3.900000095,no,no,no,African-American,no,yes
606,1,0.19,0.08,0.154285714,1,1,no,10.60000038,no,no,no,White,no,yes
607,1,0.32,0.11,0.482758621,2,1,no,3.200000048,no,no,no,White,no,yes
608,1,0.73,0.71,0.606060606,1,1,no,3.900000095,no,no,no,White,yes,yes
609,1,0.58,0.52,0.8,1,1,no,3.900000095,no,no,no,African-American,no,yes
610,1,0.3,0.3,0.795774648,1,2,no,3.900000095,no,no,no,White,yes,yes
